,Feature,Gain
33,ExplainedVar_PC2_percentile_85,30.504390716552734
31,ExplainedVar_PC1_percentile_99,25.580432891845703
0,ageaccel,23.959346771240234
11,RangeA_stds,19.656036376953125
9,RMS_percentile_99,14.0901517868042
29,ExplainedVar_PC1_means,13.23155689239502
35,n_winds_norm,12.043598175048828
7,MedianDistance_percentile_95,11.989165306091309
27,FrequencyDispersion_percentile_15,11.955732345581055
12,RangeA_percentile_95,11.553448677062988
8,RMS_percentile_85,11.301595687866211
25,FrequencyDispersion_means,10.723676681518555
22,F95_percentile_95,10.23615837097168
2,histhtn,10.163570404052734
28,FrequencyDispersion_percentile_50,9.60972785949707
17,MedianFrequency_percentile_85,9.595727920532227
15,MedianFrequency_percentile_15,9.477730751037598
13,RangeA_percentile_99,9.381779670715332
20,F95_means,9.283589363098145
24,CentroidFrequency_percentile_50,8.885186195373535
3,had_strokeyears_time,8.797394752502441
6,MedianDistance_stds,8.77565860748291
32,ExplainedVar_PC2_stds,7.964432716369629
16,MedianFrequency_percentile_50,7.9488983154296875
21,F95_stds,7.789296627044678
5,MedianX_MAD_percentile_50,7.788306713104248
37,mean_std_spm,7.608762264251709
34,ExplainedVar_PC3_percentile_95,7.596207141876221
19,F50_percentile_15,7.434940338134766
1,bmi,7.431216239929199
4,MedianX_MAD_stds,7.350094795227051
23,CentroidFrequency_percentile_15,7.179370880126953
30,ExplainedVar_PC1_stds,6.990450382232666
36,mean_spm,6.962549686431885
14,RangeB_means,6.403904914855957
10,Path_percentile_99,6.29548978805542
26,FrequencyDispersion_stds,6.207803726196289
18,MedianFrequency_percentile_99,5.631631374359131
