,Feature,Gain
0,ageaccel,25.984596252441406
33,ExplainedVar_PC1_percentile_99,21.9222412109375
31,ExplainedVar_PC1_means,16.02715492248535
21,PWR_percentile_99,13.393305778503418
12,RangeB_means,12.249872207641602
1,histhtn,11.559186935424805
9,Area_percentile_5,10.434248924255371
36,n_winds_norm,10.116693496704102
32,ExplainedVar_PC1_percentile_5,9.696022033691406
15,RangeB_percentile_99,9.640235900878906
8,Area_stds,9.46298885345459
16,MedianFrequency_stds,9.16510009765625
13,RangeB_stds,9.070647239685059
6,MedianDistance_percentile_95,8.87855339050293
4,MedianZ_MAD_percentile_15,8.764728546142578
29,FrequencyDispersion_stds,8.448043823242188
7,RMS_percentile_99,8.237354278564453
18,MedianFrequency_percentile_50,8.125872611999512
38,mean_std_spm,8.124147415161133
23,F95_stds,8.089288711547852
2,heightbs,8.086991310119629
28,CentroidFrequency_percentile_50,7.973756790161133
30,FrequencyDispersion_percentile_99,7.85062837600708
27,CentroidFrequency_percentile_15,7.809661865234375
10,RangeA_means,7.616734981536865
26,CentroidFrequency_stds,7.29633092880249
3,total_steps_norm,7.094491481781006
34,ExplainedVar_PC2_stds,7.020203113555908
14,RangeB_percentile_15,7.005351543426514
35,ExplainedVar_PC3_percentile_85,6.842596054077148
20,PWR_percentile_50,6.784081935882568
17,MedianFrequency_percentile_15,6.719939708709717
19,MedianFrequency_percentile_85,6.518744945526123
25,F95_percentile_99,6.502089977264404
24,F95_percentile_95,6.483386039733887
5,MedianDistance_percentile_85,6.182105541229248
22,F50_stds,5.736525058746338
37,mean_spm,5.734016418457031
11,RangeA_percentile_15,5.687729358673096
