Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.704,-0.376,0.900,0.004,0.000,0.996,--,0.996,--,0.996,--,0.996,ref
O+Q,0.988,2.434,1.576,0.003,0.231,0.998,0.165,0.997,0.248,0.996,1.000,0.996,1.709
S,0.778,1.084,1.179,0.004,0.000,0.996,--,0.996,--,0.996,--,0.996,0.123
O+S,0.757,0.525,1.071,0.004,0.000,0.996,--,0.996,--,0.996,--,0.996,0.514
O+Q+S,0.988,2.566,1.608,0.003,0.273,0.999,0.165,0.997,0.248,0.996,0.497,0.996,1.671
