n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
10408.254647523703,0.024813048628252,0.0999957926661893,0.05255580335179402,0.060287366255899685
3196.267637850317,0.1000978021280013,0.1999694223944752,0.15670211885785934,0.14115040191032166
1555.5390767519427,0.2004996963239091,0.2996198286823168,0.2392676768783794,0.24359043828949473
1014.395453518125,0.300185699361258,0.3988251299870867,0.28710481553549677,0.3403605970099972
389.04149586461625,0.4008984507504968,0.4987480031825168,0.4930494269709114,0.4481049561324666
239.2484834303532,0.5007731545754919,0.5992777551668466,0.7252162181164888,0.5485181808979198
135.22328977917178,0.6019290050728869,0.6991463177036212,1.0,0.6433351097667572
79.91705337901921,0.7022313900459034,0.7993418772832162,1.0,0.7485384363549537
44.94880456525332,0.8010210984552861,0.8989073648889822,1.0,0.84060095904467
2.1640573374852745,0.9011384140978342,0.9051014421499284,1.0,0.9031760424270514
