n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
13577.513750109221,0.0132153536861041,0.0999908166279462,0.045694544651561864,0.04464926260673471
1826.4518340060836,0.1000666214218514,0.199759074346338,0.23971225089644885,0.13889203516359885
654.4227426133725,0.2002377128912068,0.2994931387669536,0.4399408442188268,0.24691126305747965
342.7413763276966,0.3011831399047325,0.3997622184466032,0.4728485028496953,0.3442508645441593
188.26042698864458,0.4000054240222316,0.4996099350215937,0.6161134178721496,0.44506308066053657
116.01760337406866,0.5004344821387295,0.5975601916290625,0.599546073869594,0.5504063218026691
73.8683086955782,0.6024670102434393,0.6988985181947459,0.8602326353425254,0.6472563415326184
93.88156189087995,0.7003778437642822,0.7999810707832,0.5051242881388478,0.7583147663620948
101.81993775443249,0.8127755464242793,0.898906799422202,0.9493007996970794,0.8649381349275235
90.02245823999438,0.9003594715278809,0.9717753466020292,1.0,0.9307570435505067
