n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
14135.99019068633,0.0041319858998876,0.0999617949453533,0.12770685867315532,0.04306192758420933
1816.470980061468,0.1000910154714674,0.1988339630142081,0.20477701903339976,0.13708280318033447
572.9678136367467,0.2009726234340143,0.2996610673838512,0.24978150183517042,0.24045927589227384
228.28270867818094,0.3000446069545974,0.395280212373262,0.21177713815639274,0.34519173698975725
141.63180792637564,0.4006871679901243,0.498851571751624,0.2588979080998283,0.4421374478554176
82.17768469371133,0.5007306385207786,0.5996640707482002,0.3309503814954306,0.5383643000314082
20.123490439112263,0.6007821152263039,0.6752846988710679,0.5032404473651648,0.6372242820157706
6.9594768692888875,0.7001291956880626,0.7892627854040368,1.0,0.7491051539632593
44.55042641637158,0.812492040104109,0.8892755436427259,0.21464553333457487,0.8482206955944429
15.84542059244332,0.9012127758930544,0.9658437908760544,0.684560720567047,0.9234001401750324
