,Feature,Gain
50,ExplainedVar_PC1_percentile_95,278.2226867675781
51,ExplainedVar_PC1_percentile_99,147.17672729492188
1,ageaccel,129.45211791992188
54,ExplainedVar_PC2_percentile_95,101.3171157836914
9,total_steps_norm,92.16207122802734
55,ExplainedVar_PC2_percentile_99,70.88325500488281
22,Path_percentile_99,48.43840789794922
39,F95_percentile_99,42.902626037597656
46,FrequencyDispersion_percentile_85,29.7340087890625
35,F50_percentile_99,16.959938049316406
29,MedianFrequency_percentile_99,16.834747314453125
48,ExplainedVar_PC1_stds,16.501201629638672
26,MedianFrequency_means,15.554174423217773
47,FrequencyDispersion_percentile_95,15.251649856567383
45,FrequencyDispersion_percentile_50,14.72552490234375
32,F50_stds,14.664013862609863
2,bmi,14.563465118408203
17,MedianDistance_percentile_99,13.028059959411621
3,histhtn,13.007534980773926
59,mean_std_spm,13.000576972961426
44,FrequencyDispersion_percentile_15,12.8013277053833
33,F50_percentile_15,12.54881477355957
61,had_parkyrs_time,11.528284072875977
42,CentroidFrequency_percentile_85,11.489312171936035
58,n_winds_norm,11.31700611114502
7,had_strokeyears_time,11.075080871582031
10,n_days_wear,10.960357666015625
25,RangeA_percentile_99,10.934303283691406
18,RMS_stds,10.485108375549316
24,RangeA_percentile_5,10.38565731048584
4,weight,10.290696144104004
52,ExplainedVar_PC2_percentile_5,10.194707870483398
60,sem_spm,9.977343559265137
23,RangeA_stds,9.75889778137207
31,PWR_percentile_99,9.292597770690918
8,had_tiayrs_time,9.27724838256836
40,CentroidFrequency_means,9.05896282196045
34,F50_percentile_85,9.022322654724121
12,MedianZ_MAD_stds,8.767772674560547
41,CentroidFrequency_stds,8.738846778869629
37,F95_percentile_5,8.701292037963867
19,RMS_percentile_5,8.689234733581543
43,FrequencyDispersion_percentile_5,8.678812026977539
16,MedianDistance_percentile_5,8.616204261779785
20,RMS_percentile_99,8.55423355102539
57,ExplainedVar_PC3_percentile_15,8.459712982177734
0,RACE,8.336071968078613
5,EDUC,8.312721252441406
11,MedianZ_MAD_means,8.090228080749512
30,PWR_means,8.074187278747559
56,ExplainedVar_PC3_stds,7.991521835327148
6,had_jointyrs_time,7.969990253448486
28,MedianFrequency_percentile_50,7.906318187713623
13,MedianZ_MAD_percentile_50,7.9016194343566895
36,F95_means,7.833125114440918
15,MedianDistance_means,7.501104831695557
27,MedianFrequency_stds,7.193907737731934
21,Path_stds,7.147342205047607
14,MedianZ_MAD_percentile_85,7.056334972381592
49,ExplainedVar_PC1_percentile_85,6.796153545379639
38,F95_percentile_15,6.64674711227417
53,ExplainedVar_PC2_percentile_50,6.033164024353027
