Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.566,1.623,1.305,0.007,--,0.993,--,0.993,--,0.993,--,0.993,ref
O+Q,0.597,2.359,1.454,0.007,--,0.993,--,0.993,--,0.993,--,0.993,0.002
S,0.537,-3.016,0.381,0.007,--,0.993,--,0.993,--,0.993,--,0.993,-0.177
O+S,0.546,-2.736,0.436,0.007,--,0.993,--,0.993,--,0.993,--,0.993,-0.009
O+Q+S,0.805,3.927,1.849,0.007,--,0.993,--,0.993,--,0.993,--,0.993,0.847
