,Feature,Gain
9,SF12_phys_accless,16.8962459564209
10,SF12_emot_accless,12.2247953414917
6,SF12_modact,10.424726486206055
11,SF12_energy,10.302823066711426
8,SF12_cut_time,9.343937873840332
12,SF12_felt_down,9.16439437866211
3,weight,8.275656700134277
0,ageaccel,7.902441024780273
16,first_fall_pre,7.204245567321777
15,alcuse,6.529338836669922
14,walking,6.522114276885986
7,SF12_lifting,6.1388750076293945
4,total_steps_norm,5.874526023864746
5,n_days_wear,5.521707057952881
1,bmi,5.464034080505371
2,histhtn,5.434350490570068
13,walkpace,5.313875675201416
