Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.546,9.148,2.816,0.007,--,0.993,--,0.993,--,0.993,--,0.993,ref
O+Q,0.535,4.147,1.811,0.007,--,0.993,--,0.993,--,0.993,--,0.993,-0.282
S,0.502,-7.100,-0.439,0.007,--,0.993,--,0.993,--,0.993,--,0.993,-0.101
O+S,0.533,-2.170,0.545,0.007,--,0.993,--,0.993,--,0.993,--,0.993,-0.072
O+Q+S,0.840,6.841,2.522,0.007,--,0.993,--,0.993,--,0.993,--,0.993,0.807
