Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.626,0.406,1.087,0.012,--,0.988,--,0.988,--,0.988,--,0.988,ref
O+Q,0.716,1.748,1.405,0.012,0.000,0.988,--,0.988,--,0.988,--,0.988,0.723
S,0.595,0.372,1.076,0.012,--,0.988,--,0.988,--,0.988,--,0.988,-0.033
O+S,0.617,0.453,1.096,0.012,--,0.988,--,0.988,--,0.988,--,0.988,0.006
O+Q+S,0.796,1.505,1.375,0.012,0.097,0.989,--,0.988,--,0.988,--,0.988,0.858
