Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.661,0.470,1.031,0.020,0.023,0.995,0.026,0.989,0.039,0.985,--,0.979,ref
O+Q,0.650,0.349,0.998,0.020,0.023,0.997,0.026,0.989,0.044,0.986,0.061,0.980,-0.031
S,0.574,-0.884,0.705,0.020,0.021,1.000,0.022,0.984,0.033,0.982,--,0.979,-0.280
O+S,0.623,-0.327,0.834,0.020,0.022,0.991,0.028,0.991,0.037,0.984,0.000,0.979,-0.222
O+Q+S,0.638,-0.198,0.864,0.020,0.021,0.987,0.026,0.989,0.041,0.985,0.000,0.979,-0.070
