,Feature,Gain
22,SF12_walkblock,234.5804901123047
21,SF12_walkblocks,162.84912109375
25,SF12_limitedwork,135.9795379638672
1,ageaccel,75.73299407958984
20,SF12_walkmile,75.04012298583984
26,SF12_diff_work,67.88017272949219
17,SF12_modact,65.96056365966797
10,total_steps_norm,58.739933013916016
23,SF12_bath,57.9422721862793
34,SF12year,55.62601852416992
28,SF12_not_careful,36.342071533203125
27,SF12_emot_accless,32.43072509765625
24,SF12_cut_time,20.031618118286133
16,SF12_vigact,16.198076248168945
48,smoke,14.082215309143066
47,genhealth,10.20982837677002
37,stairclimb,8.37958812713623
2,bmi,8.001182556152344
51,had_parkyrs_time,7.256726264953613
3,histhtn,6.894805908203125
32,SF12_felt_down,6.821557998657227
0,RACE,6.795346260070801
31,SF12_energy,6.629215717315674
8,had_strokeyears_time,6.488513469696045
7,had_jointyrs_time,6.125821113586426
18,SF12_lifting,5.992180824279785
4,weight,5.827146053314209
36,walkpace,5.671054363250732
29,SF12_pain,5.558122634887695
19,SF12_bending,5.3139448165893555
38,running,5.306854724884033
33,SF12_soc_act,5.2833733558654785
46,othrexer,5.166730880737305
30,SF12_felt_calm,5.161729335784912
41,swim,4.978938579559326
35,tmethrst,4.864552021026611
39,biking,4.852344989776611
49,first_fall_pre,4.666602611541748
12,hearing_trouble,4.664779186248779
9,had_tiayrs_time,4.647794246673584
11,n_days_wear,4.635956764221191
44,lifting,4.625139236450195
42,aerobic,4.539764404296875
14,sit_hometv,4.456042289733887
6,EDUC,4.442971229553223
5,heightbs,4.416162490844727
43,walking,4.242202281951904
45,lowexer,3.953073501586914
50,n_falls_pre,3.941196918487549
13,sit_work,3.5613362789154053
40,jogging,3.4309396743774414
15,sithome,3.114682674407959
