,Feature,Gain
13,SF12_bending,67.9365005493164
6,had_jointyrs_time,54.58039474487305
3,weight,38.03986358642578
19,SF12_pain,37.3287239074707
14,SF12_walkmile,29.229042053222656
42,MedianX_MAD_percentile_95,22.305885314941406
50,MedianDistance_percentile_99,21.948043823242188
49,MedianDistance_percentile_95,17.599882125854492
57,Path_percentile_99,16.547164916992188
27,biking,16.44090461730957
75,MedianFrequency_percentile_50,16.3616943359375
11,SF12_vigact,13.207798957824707
101,CentroidFrequency_percentile_95,12.798134803771973
4,heightbs,12.72402286529541
29,swim,12.55384349822998
76,MedianFrequency_percentile_85,12.412792205810547
114,ExplainedVar_PC2_percentile_15,12.35657024383545
2,bmi,12.302728652954102
96,F95_percentile_99,12.266797065734863
121,ExplainedVar_PC3_percentile_15,11.988327026367188
68,RangeB_percentile_5,11.974580764770508
28,jogging,11.768007278442383
30,aerobic,11.527057647705078
54,Path_stds,11.361473083496094
33,lowexer,11.338890075683594
25,stairclimb,11.306117057800293
105,FrequencyDispersion_percentile_5,11.250316619873047
56,Path_percentile_95,11.166631698608398
44,MedianZ_MAD_percentile_15,11.077162742614746
90,F95_stds,11.003178596496582
22,SF12_felt_down,10.491165161132812
99,CentroidFrequency_percentile_15,10.364380836486816
79,PWR_means,10.348922729492188
1,ageaccel,10.26182746887207
32,lifting,10.233226776123047
106,FrequencyDispersion_percentile_15,10.052194595336914
100,CentroidFrequency_percentile_85,9.981544494628906
48,MedianDistance_percentile_15,9.884529113769531
115,ExplainedVar_PC2_percentile_50,9.855297088623047
118,ExplainedVar_PC2_percentile_99,9.817797660827637
109,FrequencyDispersion_percentile_99,9.810040473937988
34,othrexer,9.772173881530762
7,total_steps_norm,9.683958053588867
95,F95_percentile_95,9.654829025268555
37,first_fall_pre,9.606682777404785
87,F50_percentile_85,9.600984573364258
91,F95_percentile_5,9.427010536193848
85,F50_means,9.34759521484375
78,MedianFrequency_percentile_99,9.29898738861084
125,n_winds_norm,9.187237739562988
113,ExplainedVar_PC2_percentile_5,9.142821311950684
80,PWR_stds,9.042892456054688
97,CentroidFrequency_stds,9.042608261108398
24,tmethrst,9.008906364440918
5,EDUC,8.966957092285156
123,ExplainedVar_PC3_percentile_95,8.933745384216309
112,ExplainedVar_PC2_stds,8.914594650268555
83,PWR_percentile_95,8.834705352783203
23,SF12year,8.660965919494629
119,ExplainedVar_PC3_means,8.628568649291992
16,SF12_bath,8.623135566711426
77,MedianFrequency_percentile_95,8.621326446533203
58,Area_stds,8.617342948913574
74,MedianFrequency_percentile_15,8.595571517944336
102,CentroidFrequency_percentile_99,8.559170722961426
84,PWR_percentile_99,8.547364234924316
122,ExplainedVar_PC3_percentile_50,8.531954765319824
9,sit_hometv,8.510797500610352
69,RangeB_percentile_15,8.488801956176758
8,hearing_trouble,8.47587776184082
46,MedianZ_MAD_percentile_99,8.382999420166016
45,MedianZ_MAD_percentile_50,8.373514175415039
88,F50_percentile_95,8.285787582397461
61,Area_percentile_99,8.278817176818848
35,genhealth,8.236645698547363
124,ExplainedVar_PC3_percentile_99,8.229477882385254
15,SF12_walkblock,8.224091529846191
111,ExplainedVar_PC1_percentile_99,8.125787734985352
20,SF12_felt_calm,8.120757102966309
51,RMS_means,8.05794620513916
31,walking,8.056982040405273
81,PWR_percentile_15,8.045825958251953
39,MedianX_MAD_percentile_5,7.975677490234375
26,running,7.954541206359863
127,mean_std_spm,7.901622295379639
98,CentroidFrequency_percentile_5,7.878312587738037
41,MedianX_MAD_percentile_50,7.830799579620361
21,SF12_energy,7.741446495056152
36,alcuse,7.724636077880859
38,MedianX_MAD_stds,7.720382213592529
10,sithome,7.713583469390869
104,FrequencyDispersion_stds,7.694729804992676
66,RangeA_percentile_99,7.67413330078125
62,RangeA_means,7.651238918304443
55,Path_percentile_5,7.621048927307129
18,SF12_diff_work,7.529338359832764
92,F95_percentile_15,7.516117572784424
67,RangeB_means,7.472713947296143
129,had_parkyrs_time,7.429914474487305
71,RangeB_percentile_85,7.307042598724365
117,ExplainedVar_PC2_percentile_95,7.293160438537598
128,sem_spm,7.20977258682251
82,PWR_percentile_85,7.174220085144043
65,RangeA_percentile_95,7.171419143676758
40,MedianX_MAD_percentile_15,7.1444268226623535
53,RMS_percentile_99,7.1102118492126465
108,FrequencyDispersion_percentile_95,7.077525615692139
110,ExplainedVar_PC1_percentile_5,7.0710062980651855
116,ExplainedVar_PC2_percentile_85,7.068619728088379
52,RMS_percentile_85,7.0588483810424805
120,ExplainedVar_PC3_percentile_5,7.058662414550781
70,RangeB_percentile_50,7.02834939956665
126,mean_spm,6.979575157165527
43,MedianZ_MAD_percentile_5,6.951015472412109
72,MedianFrequency_means,6.937132358551025
86,F50_stds,6.891951084136963
63,RangeA_percentile_5,6.830397129058838
47,MedianDistance_percentile_5,6.770931720733643
12,SF12_modact,6.767814636230469
93,F95_percentile_50,6.748903751373291
107,FrequencyDispersion_percentile_85,6.683828353881836
73,MedianFrequency_percentile_5,6.56021785736084
94,F95_percentile_85,6.517663478851318
0,RACE,6.384515762329102
59,Area_percentile_85,6.212957382202148
17,SF12_limitedwork,6.073843955993652
89,F95_means,5.973983287811279
60,Area_percentile_95,5.962510108947754
64,RangeA_percentile_85,5.909972667694092
103,FrequencyDispersion_means,5.770878314971924
