Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.473,-3.968,0.471,0.001,--,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.400,-10.007,-0.452,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-0.112
S,0.378,-7.097,-0.011,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-0.480
O+S,0.386,-6.098,0.142,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-0.309
O+Q+S,0.380,-9.470,-0.373,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-0.279
