Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.749,0.425,1.093,0.056,0.142,0.972,0.218,0.958,0.288,0.953,0.325,0.945,ref
O+Q,0.826,0.466,1.096,0.047,0.201,0.978,0.318,0.966,0.436,0.961,0.510,0.956,0.681
S,0.752,0.746,1.212,0.055,0.154,0.972,0.228,0.956,0.316,0.949,0.335,0.944,-0.155
O+S,0.784,0.531,1.127,0.054,0.172,0.975,0.251,0.959,0.323,0.953,0.366,0.949,0.247
O+Q+S,0.840,0.605,1.156,0.046,0.207,0.977,0.337,0.969,0.457,0.963,0.510,0.959,0.721
