Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.522,-2.244,0.220,0.050,0.054,0.949,--,0.948,--,0.948,--,0.948,ref
O+Q,0.519,-2.406,0.165,0.050,0.054,0.950,1.000,0.948,--,0.948,--,0.948,-0.021
S,0.498,-3.984,-0.368,0.050,0.050,0.944,--,0.948,--,0.948,--,0.948,-0.003
O+S,0.496,-3.924,-0.348,0.050,0.049,0.943,0.000,0.948,--,0.948,--,0.948,-0.000
O+Q+S,0.726,0.716,1.291,0.048,0.077,0.991,0.129,0.954,0.346,0.948,--,0.948,0.628
