,Feature,Gain
17,SF12_walkblocks,380.7265930175781
18,SF12_walkblock,357.2762145996094
15,SF12_climbone,304.1965637207031
79,ExplainedVar_PC1_percentile_95,289.5181579589844
82,ExplainedVar_PC2_stds,148.3014373779297
1,ageaccel,125.35316467285156
80,ExplainedVar_PC1_percentile_99,114.02062225341797
22,SF12_limitedwork,97.6506118774414
23,SF12_not_careful,88.92491912841797
16,SF12_walkmile,78.97518920898438
43,Path_percentile_99,67.31868743896484
29,SF12year,65.32290649414062
14,SF12_lifting,55.204139709472656
20,SF12_cut_time,55.1671028137207
9,total_steps_norm,47.09490966796875
12,SF12_vigact,43.55302047729492
19,SF12_bath,35.05998611450195
13,SF12_modact,29.378982543945312
61,F95_means,26.948204040527344
34,MedianX_MAD_stds,24.984766006469727
68,CentroidFrequency_percentile_95,21.615787506103516
21,SF12_phys_accless,20.624313354492188
74,FrequencyDispersion_percentile_85,18.220930099487305
56,F50_stds,17.208616256713867
33,smoke,16.328086853027344
32,genhealth,15.392240524291992
73,FrequencyDispersion_percentile_50,14.723838806152344
36,MedianZ_MAD_percentile_5,14.624532699584961
3,histhtn,13.467623710632324
35,MedianX_MAD_percentile_5,13.143478393554688
65,CentroidFrequency_stds,13.042604446411133
41,RMS_percentile_85,12.903453826904297
63,F95_percentile_15,12.896634101867676
69,FrequencyDispersion_means,12.851190567016602
2,bmi,12.768067359924316
4,weight,12.591439247131348
71,FrequencyDispersion_percentile_5,12.037056922912598
66,CentroidFrequency_percentile_5,11.952763557434082
77,ExplainedVar_PC1_percentile_5,11.05067253112793
0,RACE,10.638232231140137
87,n_winds_norm,10.589905738830566
54,MedianFrequency_percentile_99,10.558582305908203
48,RangeA_percentile_5,10.474122047424316
5,heightbs,10.43210220336914
38,MedianDistance_percentile_99,10.419057846069336
72,FrequencyDispersion_percentile_15,10.31391429901123
50,RangeA_percentile_99,10.298542022705078
52,MedianFrequency_percentile_5,10.286321640014648
55,PWR_stds,10.276287078857422
7,had_jointyrs_time,10.06360149383545
27,SF12_felt_down,10.056921005249023
67,CentroidFrequency_percentile_15,9.919709205627441
57,F50_percentile_15,9.765198707580566
62,F95_stds,9.714374542236328
10,sit_hometv,9.553839683532715
11,sithome,9.547199249267578
78,ExplainedVar_PC1_percentile_15,9.372091293334961
26,SF12_energy,9.328451156616211
44,Area_stds,9.185869216918945
24,SF12_pain,9.115732192993164
47,RangeA_stds,9.04373550415039
88,mean_spm,9.03991985321045
49,RangeA_percentile_15,9.033512115478516
8,had_strokeyears_time,8.998645782470703
83,ExplainedVar_PC2_percentile_15,8.871185302734375
75,FrequencyDispersion_percentile_95,8.767950057983398
6,EDUC,8.708478927612305
45,Area_percentile_5,8.661234855651855
76,ExplainedVar_PC1_stds,8.611506462097168
30,walkpace,8.539491653442383
86,ExplainedVar_PC3_percentile_15,8.483057022094727
31,running,8.481404304504395
60,F50_percentile_95,8.384057998657227
81,ExplainedVar_PC2_means,8.369606971740723
51,RangeB_percentile_15,8.35151481628418
46,Area_percentile_15,8.339146614074707
40,RMS_percentile_5,8.327075004577637
84,ExplainedVar_PC2_percentile_99,8.32362174987793
85,ExplainedVar_PC3_percentile_5,8.304927825927734
37,MedianDistance_percentile_85,8.272459030151367
28,SF12_soc_act,8.234237670898438
58,F50_percentile_50,8.217411041259766
25,SF12_felt_calm,8.207236289978027
42,Path_stds,8.200759887695312
89,mean_std_spm,8.132535934448242
59,F50_percentile_85,7.992382049560547
64,F95_percentile_95,7.833159923553467
90,sem_spm,7.798679828643799
39,RMS_stds,7.49907112121582
53,MedianFrequency_percentile_50,6.632200717926025
70,FrequencyDispersion_stds,6.319311141967773
