Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.455,-11.729,-0.730,0.001,--,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.611,1.361,1.113,0.001,--,0.999,--,0.999,--,0.999,--,0.999,0.202
S,0.636,-1.185,0.744,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,0.128
O+S,0.623,-1.371,0.718,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,0.507
O+Q+S,0.622,-0.337,0.865,0.001,0.045,0.999,0.000,0.999,--,0.999,--,0.999,0.563
