Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.533,-5.706,0.217,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.583,-4.357,0.439,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,0.445
S,0.652,-1.304,0.956,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,0.259
O+S,0.548,-5.705,0.217,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,0.304
O+Q+S,0.615,-3.280,0.620,0.001,0.000,0.999,0.000,0.999,--,0.999,--,0.999,0.432
