,Feature,Gain
16,SF12_bending,55.278297424316406
6,had_jointyrs_time,50.03772735595703
20,SF12_pain,36.14883804321289
3,weight,25.342809677124023
17,SF12_walkmile,18.790260314941406
29,biking,16.916461944580078
13,SF12_vigact,12.901945114135742
23,SF12_felt_down,12.400328636169434
4,heightbs,12.031927108764648
9,total_steps_norm,10.89514446258545
21,SF12_felt_calm,8.963750839233398
12,sithome,8.84687328338623
2,bmi,8.468995094299316
10,hearing_trouble,8.171774864196777
38,alcuse,8.036184310913086
1,ageaccel,7.934854030609131
15,SF12_climbone,7.825821399688721
33,lifting,7.607100486755371
25,tmethrst,7.552937984466553
34,lowexer,7.527721405029297
35,othrexer,7.464532852172852
36,genhealth,7.376489639282227
31,swim,7.366205215454102
27,stairclimb,7.082765579223633
5,EDUC,6.917383670806885
32,walking,6.89075231552124
30,jogging,6.872389793395996
26,walkpace,6.741851329803467
0,RACE,6.639255046844482
22,SF12_energy,6.599215030670166
28,running,6.494667053222656
11,sit_hometv,5.9583282470703125
39,first_fall_pre,5.642795562744141
18,SF12_walkblock,5.566103458404541
19,SF12_limitedwork,5.518895149230957
40,had_parkyrs_time,5.474139213562012
14,SF12_modact,5.226677894592285
24,SF12year,4.8278350830078125
8,had_tiayrs_time,4.753274917602539
7,had_strokeyears_time,4.509676933288574
37,smoke,4.205342769622803
