Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.542,-0.407,0.932,0.006,--,0.994,--,0.994,--,0.994,--,0.994,ref
O+Q,0.515,-2.184,0.575,0.006,--,0.994,--,0.994,--,0.994,--,0.994,-0.009
S,0.512,-2.803,0.453,0.006,--,0.994,--,0.994,--,0.994,--,0.994,-0.042
O+S,0.531,-2.369,0.539,0.006,--,0.994,--,0.994,--,0.994,--,0.994,0.311
O+Q+S,0.775,3.086,1.702,0.006,--,0.994,--,0.994,--,0.994,--,0.994,0.800
