,Feature,Gain
7,had_jointyrs_time,43.465633392333984
4,weight,26.304481506347656
2,bmi,7.498018264770508
5,heightbs,7.477843761444092
10,total_steps_norm,5.041943073272705
1,ageaccel,4.916554927825928
12,had_parkyrs_time,4.400088787078857
0,RACE,4.235228061676025
6,EDUC,3.4674243927001953
9,had_tiayrs_time,3.403141975402832
3,histhtn,3.1275744438171387
8,had_strokeyears_time,3.0824780464172363
11,n_days_wear,2.692206382751465
