,Feature,Gain
0,ageaccel,19.2608699798584
2,histhtn,10.316977500915527
7,total_steps_norm,9.101073265075684
5,had_strokeyears_time,8.046542167663574
3,heightbs,6.658349514007568
1,bmi,6.41300630569458
4,EDUC,4.126744747161865
6,had_tiayrs_time,4.078628063201904
