,Feature,Gain
32,ExplainedVar_PC1_percentile_99,36.40727996826172
0,ageaccel,28.907072067260742
11,SF12_phys_accless,20.34295654296875
6,SF12_modact,18.119930267333984
10,SF12_cut_time,15.361815452575684
19,RMS_percentile_99,15.037278175354004
8,SF12_climbsev,14.363964080810547
7,SF12_lifting,13.274688720703125
20,Area_percentile_5,12.864972114562988
12,SF12_pain,12.281963348388672
24,RangeB_percentile_99,11.925230026245117
9,SF12_bending,11.85069465637207
15,swim,11.593281745910645
31,ExplainedVar_PC1_percentile_5,11.511537551879883
1,histhtn,11.092421531677246
14,SF12_energy,10.970891952514648
17,MedianDistance_percentile_95,10.889100074768066
36,n_winds_norm,10.833391189575195
13,SF12_felt_calm,10.67205810546875
21,RangeA_means,10.5467529296875
4,hearing_trouble,10.389716148376465
25,MedianFrequency_percentile_50,9.260265350341797
18,RMS_means,9.141130447387695
30,CentroidFrequency_percentile_50,8.703581809997559
27,F95_stds,8.504437446594238
26,PWR_percentile_99,8.44888973236084
33,ExplainedVar_PC2_percentile_99,8.430967330932617
2,heightbs,8.322688102722168
29,CentroidFrequency_percentile_15,8.286898612976074
37,mean_std_spm,8.00622272491455
16,MedianX_MAD_percentile_85,7.727679252624512
3,total_steps_norm,7.472722053527832
28,CentroidFrequency_stds,7.353847980499268
34,ExplainedVar_PC3_stds,7.262206554412842
22,RangeA_percentile_15,7.163890838623047
23,RangeB_percentile_15,6.997154235839844
5,sit_hometv,6.451630115509033
35,ExplainedVar_PC3_percentile_85,6.128226280212402
