,Feature,Gain
19,RMS_percentile_99,17.260650634765625
24,RangeA_stds,13.249780654907227
22,Area_stds,13.11220932006836
37,PWR_stds,12.320013046264648
18,RMS_stds,11.593985557556152
49,CentroidFrequency_percentile_5,11.51908016204834
53,FrequencyDispersion_percentile_95,10.750720024108887
15,MedianZ_MAD_percentile_99,9.826863288879395
20,Path_stds,9.643331527709961
61,ExplainedVar_PC2_percentile_15,9.627690315246582
71,mean_spm,9.5826416015625
46,F95_percentile_95,9.369287490844727
54,FrequencyDispersion_percentile_99,9.321845054626465
72,mean_std_spm,8.542280197143555
36,PWR_means,8.487900733947754
67,ExplainedVar_PC3_percentile_5,8.419585227966309
17,MedianDistance_percentile_99,7.636557102203369
60,ExplainedVar_PC2_percentile_5,7.518099784851074
7,total_steps_norm,7.466468811035156
31,MedianFrequency_stds,7.412381649017334
63,ExplainedVar_PC2_percentile_85,7.386416435241699
33,MedianFrequency_percentile_15,7.367218494415283
29,RangeB_percentile_50,7.2148847579956055
27,RangeA_percentile_99,7.201981067657471
34,MedianFrequency_percentile_50,7.1908650398254395
68,ExplainedVar_PC3_percentile_50,7.099332809448242
44,F95_stds,7.074319839477539
47,F95_percentile_99,6.9749016761779785
59,ExplainedVar_PC2_means,6.904716491699219
45,F95_percentile_85,6.838747978210449
48,CentroidFrequency_means,6.78195858001709
16,MedianDistance_percentile_95,6.687252044677734
13,MedianZ_MAD_percentile_15,6.677143573760986
40,PWR_percentile_99,6.667508602142334
65,ExplainedVar_PC3_means,6.5757155418396
26,RangeA_percentile_15,6.553330421447754
6,had_jointyrs_time,6.375545978546143
1,bmi,6.372679233551025
35,MedianFrequency_percentile_85,6.327887535095215
55,ExplainedVar_PC1_means,6.311440944671631
8,n_days_wear,6.251680374145508
28,RangeB_stds,6.144497394561768
0,ageaccel,6.144352912902832
56,ExplainedVar_PC1_stds,6.1092329025268555
58,ExplainedVar_PC1_percentile_95,6.09982442855835
50,CentroidFrequency_percentile_85,6.080850601196289
4,heightbs,6.009859561920166
2,histhtn,5.988755226135254
52,FrequencyDispersion_percentile_5,5.872985363006592
62,ExplainedVar_PC2_percentile_50,5.869716644287109
12,MedianZ_MAD_stds,5.846055507659912
23,Area_percentile_99,5.840175628662109
57,ExplainedVar_PC1_percentile_85,5.792095184326172
14,MedianZ_MAD_percentile_50,5.734607696533203
5,EDUC,5.714821815490723
69,ExplainedVar_PC3_percentile_85,5.706940650939941
25,RangeA_percentile_5,5.706122398376465
43,F95_means,5.70291805267334
9,MedianX_MAD_percentile_5,5.680572986602783
73,sem_spm,5.659523010253906
3,weight,5.622687339782715
21,Path_percentile_99,5.55256986618042
32,MedianFrequency_percentile_5,5.520337104797363
42,F50_percentile_95,5.472128868103027
66,ExplainedVar_PC3_stds,5.450690269470215
39,PWR_percentile_95,5.4218950271606445
11,MedianX_MAD_percentile_99,5.390384674072266
64,ExplainedVar_PC2_percentile_95,5.29464864730835
70,ExplainedVar_PC3_percentile_99,4.807865142822266
41,F50_means,4.807244300842285
30,RangeB_percentile_99,4.776364326477051
38,PWR_percentile_85,4.6318464279174805
10,MedianX_MAD_percentile_95,4.428669452667236
51,FrequencyDispersion_means,4.251259803771973
