,Feature,Gain
0,ageaccel,20.993000030517578
10,SF12_walkmile,14.242280006408691
19,tmethrst,13.33967113494873
13,SF12_phys_accless,13.166424751281738
12,SF12_walkblock,12.599424362182617
14,SF12_limitedwork,10.678030967712402
15,SF12_emot_accless,8.783321380615234
21,aerobic,8.145005226135254
11,SF12_walkblocks,7.470141410827637
5,total_steps_norm,7.298890590667725
16,SF12_not_careful,7.031460762023926
2,histhtn,6.742733478546143
1,bmi,5.790081024169922
7,sit_work,5.649306297302246
8,sit_hometv,5.625407695770264
9,sithome,5.497007369995117
20,biking,5.346712112426758
6,hearing_trouble,5.3281989097595215
4,had_jointyrs_time,5.1143341064453125
18,SF12_felt_calm,4.941282749176025
3,heightbs,4.349854469299316
17,SF12_pain,4.314515113830566
