,Feature,Gain
22,SF12_walkblock,482.2597961425781
21,SF12_walkblocks,291.9987487792969
18,SF12_climbone,187.43170166015625
26,SF12_not_careful,100.96894073486328
1,ageaccel,100.4197006225586
25,SF12_limitedwork,67.34728240966797
20,SF12_walkmile,63.146697998046875
10,total_steps_norm,58.23170471191406
32,SF12year,54.94126510620117
24,SF12_phys_accless,48.79397201538086
23,SF12_bath,32.27355194091797
16,SF12_modact,22.518070220947266
15,SF12_vigact,17.161333084106445
42,smoke,12.827033996582031
2,bmi,12.253974914550781
41,genhealth,11.674057960510254
3,histhtn,11.40531063079834
34,walkpace,10.620938301086426
4,weight,9.477438926696777
14,sithome,8.572566986083984
7,had_jointyrs_time,8.319537162780762
0,RACE,8.095000267028809
8,had_strokeyears_time,7.775669574737549
30,SF12_felt_down,7.507736682891846
17,SF12_lifting,7.401668071746826
35,stairclimb,7.269200801849365
29,SF12_energy,7.249613285064697
31,SF12_soc_act,7.227627277374268
6,EDUC,6.984378814697266
13,sit_hometv,6.9568400382995605
27,SF12_pain,6.456754207611084
36,running,6.266883850097656
28,SF12_felt_calm,6.227680206298828
37,biking,6.029264450073242
19,SF12_bending,5.984076976776123
33,tmethrst,5.979040622711182
5,heightbs,5.966484546661377
11,hearing_trouble,5.519163131713867
38,jogging,5.364218711853027
12,sit_work,5.359817981719971
39,swim,5.054335594177246
40,aerobic,4.875149726867676
9,had_tiayrs_time,4.4758992195129395
