,Feature,Gain
6,had_jointyrs_time,53.6202392578125
3,weight,41.153846740722656
19,MedianDistance_percentile_95,22.00914764404297
10,MedianX_MAD_percentile_95,20.72317886352539
49,F95_percentile_99,20.031858444213867
45,F95_stds,19.88198471069336
57,FrequencyDispersion_percentile_15,19.663679122924805
17,MedianDistance_stds,17.8236141204834
2,bmi,16.030494689941406
54,FrequencyDispersion_means,15.530989646911621
4,heightbs,14.08682632446289
41,PWR_percentile_95,13.560977935791016
59,FrequencyDispersion_percentile_99,13.545756340026855
53,CentroidFrequency_percentile_99,13.11987590789795
18,MedianDistance_percentile_85,12.862728118896484
14,MedianZ_MAD_percentile_95,12.434637069702148
24,Path_percentile_99,12.236823081970215
42,PWR_percentile_99,12.095544815063477
38,MedianFrequency_percentile_99,11.865412712097168
36,MedianFrequency_percentile_85,11.35603141784668
63,ExplainedVar_PC2_percentile_5,11.324882507324219
56,FrequencyDispersion_percentile_5,11.042972564697266
67,ExplainedVar_PC2_percentile_99,10.960693359375
50,CentroidFrequency_percentile_5,10.777501106262207
55,FrequencyDispersion_stds,10.650675773620605
64,ExplainedVar_PC2_percentile_15,10.602812767028809
25,Area_stds,10.425654411315918
31,RangeB_percentile_5,10.351269721984863
74,ExplainedVar_PC3_percentile_99,10.334391593933105
11,MedianZ_MAD_means,9.765013694763184
51,CentroidFrequency_percentile_15,9.725207328796387
26,Area_percentile_5,9.693338394165039
70,ExplainedVar_PC3_percentile_15,9.692850112915039
69,ExplainedVar_PC3_stds,9.520759582519531
1,ageaccel,9.459553718566895
13,MedianZ_MAD_percentile_15,9.450897216796875
12,MedianZ_MAD_percentile_5,9.443422317504883
15,MedianZ_MAD_percentile_99,9.431347846984863
40,PWR_stds,9.36085319519043
35,MedianFrequency_percentile_15,9.299908638000488
68,ExplainedVar_PC3_means,9.282116889953613
65,ExplainedVar_PC2_percentile_50,9.23774528503418
27,Area_percentile_85,9.229515075683594
5,EDUC,9.223464012145996
23,Path_percentile_95,9.192628860473633
48,F95_percentile_95,8.916402816772461
60,ExplainedVar_PC1_means,8.906839370727539
75,n_winds_norm,8.904922485351562
28,Area_percentile_99,8.84809684753418
34,MedianFrequency_percentile_5,8.844460487365723
21,RMS_percentile_99,8.746655464172363
61,ExplainedVar_PC1_percentile_5,8.610794067382812
58,FrequencyDispersion_percentile_85,8.540763854980469
77,mean_std_spm,8.492250442504883
32,RangeB_percentile_15,8.467207908630371
43,F50_percentile_50,8.451245307922363
47,F95_percentile_15,8.378600120544434
39,PWR_means,8.328216552734375
71,ExplainedVar_PC3_percentile_50,8.307612419128418
9,MedianX_MAD_percentile_85,8.281548500061035
8,MedianX_MAD_percentile_15,8.130268096923828
0,RACE,8.110516548156738
22,Path_percentile_85,8.10811996459961
76,mean_spm,8.028955459594727
52,CentroidFrequency_percentile_50,7.976922512054443
73,ExplainedVar_PC3_percentile_95,7.951760292053223
62,ExplainedVar_PC2_stds,7.86906099319458
37,MedianFrequency_percentile_95,7.804843425750732
33,RangeB_percentile_85,7.501673698425293
29,RangeA_percentile_99,7.427975177764893
78,sem_spm,7.256744384765625
16,MedianDistance_means,7.145330429077148
44,F50_percentile_95,6.851342678070068
66,ExplainedVar_PC2_percentile_85,6.816032409667969
30,RangeB_stds,6.676777362823486
20,MedianDistance_percentile_99,6.662203788757324
7,MedianX_MAD_means,6.636314868927002
72,ExplainedVar_PC3_percentile_85,6.38153076171875
46,F95_percentile_5,5.932119369506836
