,Feature,Gain
22,SF12_walkblock,418.8451843261719
21,SF12_walkblocks,342.9812927246094
25,SF12_limitedwork,160.8651580810547
23,SF12_bath,87.30915069580078
20,SF12_walkmile,86.91350555419922
1,ageaccel,80.20777130126953
9,total_steps_norm,67.56998443603516
26,SF12_not_careful,62.80436706542969
32,SF12year,61.84798049926758
16,SF12_lifting,50.69371032714844
18,SF12_climbone,50.38932418823242
24,SF12_phys_accless,35.27595520019531
34,walkpace,18.822072982788086
44,smoke,16.43364715576172
2,bmi,12.422598838806152
43,genhealth,11.524173736572266
15,SF12_modact,9.849056243896484
4,weight,9.487995147705078
7,had_jointyrs_time,7.958150386810303
35,stairclimb,7.769036293029785
8,had_strokeyears_time,7.510127067565918
14,SF12_vigact,7.459296703338623
33,tmethrst,6.597625732421875
31,SF12_soc_act,6.426292896270752
27,SF12_pain,6.395092487335205
45,first_fall_pre,6.380361080169678
11,sit_work,6.285236358642578
36,running,6.259966850280762
37,biking,6.129772663116455
0,RACE,6.120754718780518
29,SF12_energy,6.065845012664795
19,SF12_bending,6.0091400146484375
30,SF12_felt_down,5.903306484222412
39,swim,5.598814487457275
42,othrexer,5.484180450439453
5,heightbs,5.355447769165039
38,jogging,5.346136093139648
12,sit_hometv,5.334409236907959
6,EDUC,5.20420503616333
13,sithome,5.043361663818359
10,hearing_trouble,5.001970291137695
40,walking,4.657233238220215
3,histhtn,4.6217193603515625
28,SF12_felt_calm,4.577455997467041
41,lowexer,4.468671798706055
46,had_parkyrs_time,4.256145477294922
17,SF12_climbsev,3.857445478439331
