Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.838,8.635,2.579,0.001,0.011,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.867,6.049,2.140,0.001,0.004,0.999,0.000,0.999,--,0.999,--,0.999,0.305
S,0.671,2.022,1.404,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-1.108
O+S,0.817,6.869,2.262,0.001,0.005,0.999,--,0.999,--,0.999,--,0.999,-0.274
O+Q+S,0.851,6.509,2.215,0.001,0.009,0.999,0.000,0.999,--,0.999,--,0.999,0.198
