Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.738,4.903,1.799,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.701,-0.889,0.863,0.001,0.000,0.998,0.000,0.999,--,0.999,--,0.999,-0.618
S,0.687,3.032,1.485,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-0.391
O+S,0.775,6.031,1.978,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,0.224
O+Q+S,0.686,1.948,1.316,0.001,0.000,0.998,--,0.999,--,0.999,--,0.999,-0.880
