,Feature,Gain
0,ageaccel,31.73023796081543
5,RMS_percentile_95,25.96431541442871
7,Area_percentile_85,25.15823745727539
9,PWR_percentile_5,24.28291893005371
16,FrequencyDispersion_percentile_15,23.603906631469727
14,FrequencyDispersion_means,22.842796325683594
3,MedianX_MAD_percentile_99,18.758705139160156
12,F95_means,18.168811798095703
20,ExplainedVar_PC2_stds,16.364883422851562
21,ExplainedVar_PC2_percentile_99,16.118038177490234
18,FrequencyDispersion_percentile_85,15.645927429199219
6,Path_stds,14.070988655090332
15,FrequencyDispersion_percentile_5,13.668457984924316
10,PWR_percentile_99,13.348221778869629
19,ExplainedVar_PC1_percentile_85,13.304556846618652
1,histhtn,12.237147331237793
8,MedianFrequency_percentile_5,11.430315971374512
22,mean_spm,10.802090644836426
13,CentroidFrequency_percentile_99,10.79399585723877
11,F50_stds,10.73156452178955
4,MedianDistance_stds,9.253341674804688
17,FrequencyDispersion_percentile_50,9.180550575256348
2,MedianX_MAD_percentile_85,7.141596794128418
