,Feature,Gain
48,RangeA_stds,22.47052574157715
37,RMS_stds,22.436100006103516
68,PWR_percentile_99,14.819788932800293
82,CentroidFrequency_percentile_5,12.305986404418945
39,RMS_percentile_99,12.121357917785645
15,SF12_felt_down,11.543439865112305
64,PWR_stds,11.083658218383789
43,Area_stds,9.750598907470703
112,mean_std_spm,9.061022758483887
57,MedianFrequency_stds,8.878304481506348
67,PWR_percentile_85,8.834736824035645
75,F95_stds,8.439728736877441
90,FrequencyDispersion_percentile_95,8.122295379638672
91,FrequencyDispersion_percentile_99,8.027560234069824
62,MedianFrequency_percentile_95,7.769400119781494
72,F50_percentile_85,7.687071323394775
111,mean_spm,7.524263858795166
69,F50_means,7.50650691986084
77,F95_percentile_50,7.427144527435303
100,ExplainedVar_PC2_percentile_5,7.400351047515869
42,Path_percentile_99,7.186127185821533
23,alcuse,7.0186638832092285
14,SF12_energy,7.017518520355225
26,MedianX_MAD_percentile_99,7.012279033660889
54,RangeB_percentile_50,6.997035980224609
11,SF12_cut_time,6.989036560058594
59,MedianFrequency_percentile_15,6.940889835357666
32,MedianZ_MAD_percentile_99,6.874618053436279
87,FrequencyDispersion_percentile_5,6.871986389160156
45,Area_percentile_85,6.869452953338623
41,Path_percentile_95,6.811171531677246
3,heightbs,6.804419994354248
38,RMS_percentile_95,6.783903121948242
98,ExplainedVar_PC2_means,6.773536205291748
108,ExplainedVar_PC3_percentile_85,6.6866302490234375
30,MedianZ_MAD_percentile_50,6.683938980102539
29,MedianZ_MAD_percentile_15,6.675437927246094
17,stairclimb,6.6698689460754395
106,ExplainedVar_PC3_percentile_5,6.6451029777526855
83,CentroidFrequency_percentile_85,6.618984699249268
13,SF12_pain,6.572119235992432
22,smoke,6.570167064666748
27,MedianZ_MAD_stds,6.48516321182251
10,SF12_walkmile,6.380337238311768
7,n_days_wear,6.3414177894592285
61,MedianFrequency_percentile_85,6.297720432281494
36,MedianDistance_percentile_99,6.2181172370910645
85,CentroidFrequency_percentile_99,6.2092976570129395
33,MedianDistance_stds,6.197126865386963
50,RangeA_percentile_50,6.1756181716918945
63,MedianFrequency_percentile_99,6.165116786956787
9,sit_hometv,6.1348185539245605
4,had_jointyrs_time,6.117128372192383
103,ExplainedVar_PC2_percentile_95,6.094943046569824
19,walking,6.089743137359619
97,ExplainedVar_PC1_percentile_95,5.983028888702393
40,Path_percentile_50,5.970407485961914
6,total_steps_norm,5.964597225189209
80,F95_percentile_99,5.956313133239746
34,MedianDistance_percentile_5,5.9337029457092285
105,ExplainedVar_PC3_stds,5.831079006195068
95,ExplainedVar_PC1_percentile_15,5.830158233642578
110,ExplainedVar_PC3_percentile_99,5.812278747558594
51,RangeA_percentile_99,5.8047661781311035
89,FrequencyDispersion_percentile_50,5.795568943023682
53,RangeB_percentile_15,5.791471004486084
58,MedianFrequency_percentile_5,5.727694034576416
94,ExplainedVar_PC1_percentile_5,5.639516830444336
92,ExplainedVar_PC1_means,5.636632442474365
71,F50_percentile_15,5.615464687347412
74,F95_means,5.609114646911621
25,MedianX_MAD_stds,5.5883636474609375
65,PWR_percentile_15,5.556379318237305
96,ExplainedVar_PC1_percentile_85,5.521677494049072
2,weight,5.473320007324219
28,MedianZ_MAD_percentile_5,5.471392631530762
73,F50_percentile_99,5.439903736114502
52,RangeB_percentile_5,5.429446220397949
24,first_fall_pre,5.41107177734375
55,RangeB_percentile_95,5.39906120300293
0,ageaccel,5.395483493804932
47,Area_percentile_99,5.380293369293213
88,FrequencyDispersion_percentile_15,5.360361099243164
93,ExplainedVar_PC1_stds,5.354306221008301
1,bmi,5.349671363830566
99,ExplainedVar_PC2_stds,5.349067687988281
102,ExplainedVar_PC2_percentile_85,5.318140029907227
81,CentroidFrequency_means,5.3172807693481445
109,ExplainedVar_PC3_percentile_95,5.247569561004639
76,F95_percentile_15,5.155685901641846
21,genhealth,5.119849681854248
101,ExplainedVar_PC2_percentile_15,5.0868730545043945
56,RangeB_percentile_99,5.072714805603027
107,ExplainedVar_PC3_percentile_50,5.067713260650635
20,lifting,5.0641961097717285
66,PWR_percentile_50,5.01412296295166
46,Area_percentile_95,4.957157611846924
8,sit_work,4.9350104331970215
31,MedianZ_MAD_percentile_95,4.932312965393066
60,MedianFrequency_percentile_50,4.900603294372559
35,MedianDistance_percentile_95,4.893867015838623
104,ExplainedVar_PC3_means,4.825623989105225
12,SF12_emot_accless,4.802643299102783
78,F95_percentile_85,4.736081123352051
44,Area_percentile_15,4.727307319641113
49,RangeA_percentile_5,4.726775169372559
79,F95_percentile_95,4.6910505294799805
86,FrequencyDispersion_stds,4.6602396965026855
5,had_tiayrs_time,4.5712103843688965
16,tmethrst,4.483187198638916
113,sem_spm,4.460604190826416
84,CentroidFrequency_percentile_95,4.278931140899658
70,F50_stds,4.0586676597595215
18,aerobic,3.906949281692505
