,Feature,Gain
18,SF12_limitedwork,30.49611473083496
17,SF12_phys_accless,26.95301055908203
15,SF12_walkblocks,25.406557083129883
11,SF12_modact,24.85074806213379
16,SF12_cut_time,22.512496948242188
0,ageaccel,20.57427406311035
14,SF12_walkmile,13.627413749694824
13,SF12_bending,10.282580375671387
21,SF12_soc_act,10.0110445022583
12,SF12_climbone,9.999276161193848
7,hearing_trouble,9.63149642944336
19,SF12_pain,8.964720726013184
6,total_steps_norm,8.581744194030762
27,genhealth,7.866939544677734
2,histhtn,6.977652072906494
20,SF12_felt_calm,6.861518383026123
1,bmi,6.252120018005371
3,heightbs,6.04779052734375
28,had_parkyrs_time,5.9228434562683105
10,sithome,5.842360019683838
8,sit_work,5.75791597366333
24,jogging,5.68460750579834
9,sit_hometv,5.142198085784912
5,had_tiayrs_time,4.728203296661377
4,had_jointyrs_time,4.724964618682861
26,lifting,4.616143703460693
23,stairclimb,4.500302791595459
25,walking,4.4776787757873535
22,tmethrst,3.8261704444885254
