,Feature,Gain
15,SF12_not_careful,11.363526344299316
13,SF12_diff_work,10.221253395080566
17,SF12_felt_down,9.95619010925293
14,SF12_emot_accless,8.724802017211914
0,ageaccel,7.913628578186035
1,bmi,7.891287326812744
12,SF12_cut_time,7.268144130706787
9,sit_hometv,7.023527145385742
10,SF12_modact,6.699687480926514
16,SF12_energy,6.644896030426025
8,sit_work,6.623863697052002
23,first_fall_pre,6.409365177154541
2,heightbs,6.317134380340576
19,walking,6.271993637084961
18,stairclimb,6.254568099975586
5,total_steps_norm,5.459792613983154
20,lifting,5.229089736938477
11,SF12_walkmile,4.916759967803955
6,n_days_wear,4.686775207519531
4,had_tiayrs_time,4.677098751068115
21,smoke,4.649869918823242
3,had_jointyrs_time,4.5808491706848145
22,alcuse,3.9949705600738525
7,hearing_loss_expos,3.489396333694458
