Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.591,-0.189,0.848,0.100,0.115,0.929,0.145,0.911,0.135,0.888,0.219,0.887,ref
O+Q,0.675,0.440,1.140,0.097,0.123,0.947,0.187,0.935,0.218,0.910,0.322,0.897,0.489
S,0.568,-0.332,0.776,0.100,0.114,0.917,0.130,0.900,0.224,0.893,0.474,0.887,-0.056
O+S,0.593,-0.189,0.846,0.100,0.114,0.913,0.140,0.908,0.188,0.893,0.088,0.886,0.023
O+Q+S,0.756,0.277,1.085,0.091,0.148,0.975,0.226,0.953,0.283,0.935,0.297,0.915,0.728
