,Feature,Gain
22,SF12_walkblock,282.5276794433594
21,SF12_walkblocks,190.890869140625
16,SF12_lifting,164.36907958984375
24,SF12_limitedwork,95.2168960571289
25,SF12_not_careful,84.7411880493164
1,ageaccel,61.46439743041992
10,total_steps_norm,59.847652435302734
31,SF12year,48.16613006591797
20,SF12_walkmile,44.008201599121094
23,SF12_bath,23.171878814697266
30,SF12_soc_act,16.825607299804688
45,smoke,11.887250900268555
15,SF12_modact,11.097036361694336
44,genhealth,9.876513481140137
2,bmi,8.482707977294922
3,histhtn,8.249246597290039
18,SF12_climbone,8.008212089538574
29,SF12_felt_down,7.434605598449707
34,stairclimb,7.230999946594238
33,walkpace,7.098572731018066
7,had_jointyrs_time,6.296224594116211
32,tmethrst,6.2053728103637695
41,lifting,6.115339279174805
43,othrexer,5.9958319664001465
35,running,5.814945220947266
47,first_fall_pre,5.81170654296875
14,SF12_vigact,5.768255233764648
13,sit_hometv,5.612812519073486
28,SF12_energy,5.512530326843262
26,SF12_pain,5.340692520141602
4,weight,5.1340436935424805
42,lowexer,5.069692611694336
46,alcuse,5.0658040046691895
27,SF12_felt_calm,4.958287715911865
8,had_strokeyears_time,4.91195821762085
0,RACE,4.839413642883301
38,swim,4.732465744018555
37,jogging,4.711541652679443
40,walking,4.6838154792785645
9,had_tiayrs_time,4.64682149887085
39,aerobic,4.643375873565674
6,EDUC,4.635798454284668
12,sit_work,4.502490520477295
5,heightbs,4.438406467437744
17,SF12_climbsev,4.328416347503662
48,had_parkyrs_time,3.751858711242676
36,biking,3.7441935539245605
19,SF12_bending,3.335906744003296
11,hearing_trouble,3.1036524772644043
