n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
16305.16784159721,0.0030812538484515,0.0999815376813787,0.012625236791848451,0.019258926162207167
507.62733538957514,0.1000307530659312,0.1991656646785697,0.04148890578301502,0.13829069091548446
120.39910984246252,0.2016652993591069,0.299660446636798,0.026553156604461597,0.23940361034914878
49.43841029722858,0.301878946951112,0.396139486917147,0.09004603494875349,0.33990523240123366
18.72663531606978,0.4003103577931268,0.4992589598504239,0.11494837218266299,0.45107625236659893
30.298998650544124,0.5021666400668382,0.590949496715919,0.14040332358806937,0.5451681852021846
13.67280523240154,0.6005068776770671,0.6689385294048937,0.22073493909558264,0.6358794451708022
5.767169250147251,0.7010159218505149,0.7780690518329788,0.1788970413564426,0.7502433461071194
5.614674889380214,0.8100618972057074,0.8902977794234815,0.36744693669830836,0.8507931192806295
8.287019535014595,0.9031843559178352,0.958671586030421,0.0,0.9208906533832268
