n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
16029.266820283992,0.0009498340410625,0.0999695636565455,0.018057432163011426,0.01943202318443897
581.9806070821115,0.100026849381944,0.1988248485094626,0.16137170711178153,0.13936941610432027
163.35725424471963,0.2002204177087479,0.2995409210793519,0.2761348401432604,0.24067536227499278
70.02566829855128,0.3004778722111398,0.3999088534132477,0.4702284357833605,0.3489804855173865
42.42591535775319,0.4034959109488747,0.4997489587349116,0.3988437216274822,0.4465142797232531
55.022501225809485,0.5024902572011938,0.5965951258381997,0.5575391049850675,0.5544369785024014
46.61973009809592,0.6011056800833127,0.6998946898827604,0.6518597728600433,0.6515303324103692
23.76081727000699,0.7047107972071605,0.7994959890629597,0.7560479019916032,0.7544553473758759
30.901742394342612,0.8013435028031782,0.8976522503228023,0.7749058490187831,0.8476793694427301
21.638943744614046,0.9013289790942062,0.9870855055983568,0.6785517098159595,0.9422623684203668
