Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.564,-2.327,0.429,0.014,--,0.986,--,0.986,--,0.986,--,0.986,ref
O+Q,0.648,-0.389,0.865,0.014,--,0.986,--,0.986,--,0.986,--,0.986,0.511
S,0.661,6.678,2.469,0.014,--,0.986,--,0.986,--,0.986,--,0.986,0.207
O+S,0.629,1.218,1.228,0.014,--,0.986,--,0.986,--,0.986,--,0.986,0.351
O+Q+S,0.759,0.433,1.062,0.013,0.069,0.987,1.000,0.986,--,0.986,--,0.986,0.751
