,Feature,Gain
13,SF12_limitedwork,26.666614532470703
0,ageaccel,21.864355087280273
12,SF12_phys_accless,18.022502899169922
66,ExplainedVar_PC2_percentile_85,17.61517906188965
63,ExplainedVar_PC1_percentile_99,16.18294906616211
10,SF12_climbone,15.95065975189209
20,genhealth,14.31514835357666
17,SF12_soc_act,13.2916259765625
36,Area_percentile_5,10.643386840820312
5,total_steps_norm,9.770657539367676
6,hearing_trouble,9.377664566040039
7,sit_work,9.174172401428223
42,MedianFrequency_percentile_99,9.062076568603516
37,Area_percentile_15,9.008267402648926
40,MedianFrequency_percentile_5,8.881810188293457
2,histhtn,8.770546913146973
68,ExplainedVar_PC3_percentile_95,8.768537521362305
18,walkpace,8.744403839111328
4,EDUC,8.640371322631836
71,mean_std_spm,8.31151008605957
16,SF12_felt_down,8.30417537689209
41,MedianFrequency_percentile_15,8.293253898620605
67,ExplainedVar_PC2_percentile_95,8.277015686035156
64,ExplainedVar_PC2_percentile_15,8.228559494018555
59,FrequencyDispersion_percentile_99,8.206735610961914
61,ExplainedVar_PC1_percentile_5,8.159953117370605
65,ExplainedVar_PC2_percentile_50,7.999837875366211
29,RMS_percentile_85,7.969473838806152
14,SF12_pain,7.789680480957031
21,first_fall_pre,7.499663352966309
38,RangeA_percentile_95,7.4641923904418945
51,CentroidFrequency_percentile_5,7.429688453674316
1,bmi,7.323022842407227
3,heightbs,7.318273544311523
60,ExplainedVar_PC1_stds,7.2939581871032715
28,RMS_percentile_15,7.293785095214844
56,FrequencyDispersion_stds,7.221147537231445
43,PWR_means,7.2081170082092285
23,MedianZ_MAD_percentile_15,7.195417404174805
54,CentroidFrequency_percentile_99,7.154791355133057
35,Area_stds,7.1473188400268555
52,CentroidFrequency_percentile_15,7.0893659591674805
33,Path_percentile_99,7.006515979766846
53,CentroidFrequency_percentile_50,6.963168144226074
47,F95_stds,6.866120338439941
9,SF12_climbsev,6.8589606285095215
32,Path_stds,6.835334777832031
57,FrequencyDispersion_percentile_5,6.813116073608398
8,sit_hometv,6.70417594909668
50,CentroidFrequency_stds,6.673554420471191
25,MedianZ_MAD_percentile_99,6.640721321105957
44,PWR_percentile_15,6.5868706703186035
69,n_winds_norm,6.563221454620361
46,F50_percentile_95,6.485614776611328
24,MedianZ_MAD_percentile_95,6.467525482177734
26,MedianDistance_percentile_15,6.462011814117432
55,FrequencyDispersion_means,6.327938079833984
30,RMS_percentile_95,6.263748645782471
11,SF12_bending,6.26069450378418
34,Area_means,6.209254741668701
27,MedianDistance_percentile_95,6.167664051055908
70,mean_spm,6.145082473754883
19,biking,6.036328315734863
58,FrequencyDispersion_percentile_95,5.975346088409424
15,SF12_energy,5.9618377685546875
22,MedianZ_MAD_percentile_5,5.797878265380859
62,ExplainedVar_PC1_percentile_15,5.636160850524902
49,F95_percentile_99,5.561036109924316
39,MedianFrequency_means,5.547263145446777
45,PWR_percentile_85,5.462543964385986
72,had_parkyrs_time,5.333944797515869
31,RMS_percentile_99,5.197731018066406
48,F95_percentile_95,5.139625072479248
