,Feature,Gain
56,F50_percentile_5,32.283897399902344
53,PWR_percentile_99,26.83978843688965
24,RMS_percentile_95,20.868453979492188
20,MedianDistance_percentile_99,15.498170852661133
48,PWR_means,15.018778800964355
36,RangeA_percentile_95,13.33694076538086
49,PWR_stds,12.135671615600586
69,CentroidFrequency_percentile_5,11.092906951904297
31,Area_stds,9.799869537353516
42,MedianFrequency_stds,8.929266929626465
30,Path_percentile_99,8.673136711120605
80,FrequencyDispersion_percentile_95,8.251459121704102
34,RangeA_stds,8.159650802612305
43,MedianFrequency_percentile_5,8.02934455871582
90,ExplainedVar_PC2_percentile_5,7.803484916687012
101,mean_spm,7.800602436065674
70,CentroidFrequency_percentile_15,7.6786088943481445
45,MedianFrequency_percentile_50,7.644068717956543
55,F50_stds,7.507978916168213
57,F50_percentile_85,7.491402626037598
103,sem_spm,7.43038272857666
64,F95_percentile_85,7.368642807006836
38,RangeB_stds,7.328138828277588
85,ExplainedVar_PC1_percentile_50,7.231385231018066
15,MedianZ_MAD_percentile_85,7.128823280334473
98,ExplainedVar_PC3_percentile_85,6.837711334228516
81,FrequencyDispersion_percentile_99,6.804927349090576
60,F95_stds,6.703349590301514
72,CentroidFrequency_percentile_85,6.571955680847168
23,RMS_percentile_50,6.558915615081787
95,ExplainedVar_PC3_percentile_5,6.5319623947143555
83,ExplainedVar_PC1_stds,6.488388538360596
26,Path_percentile_5,6.416339874267578
51,PWR_percentile_85,6.382037162780762
58,F50_percentile_95,6.359973430633545
97,ExplainedVar_PC3_percentile_50,6.320708274841309
11,MedianZ_MAD_means,6.265120506286621
16,MedianZ_MAD_percentile_95,6.1739044189453125
35,RangeA_percentile_5,6.160081386566162
17,MedianZ_MAD_percentile_99,6.096004486083984
61,F95_percentile_5,6.0629801750183105
71,CentroidFrequency_percentile_50,6.062248229980469
12,MedianZ_MAD_stds,6.0460205078125
4,total_steps_norm,6.043149471282959
13,MedianZ_MAD_percentile_5,6.019925594329834
93,ExplainedVar_PC2_percentile_95,5.981961727142334
40,RangeB_percentile_50,5.9212493896484375
9,MedianX_MAD_percentile_85,5.884751796722412
59,F95_means,5.881785869598389
82,ExplainedVar_PC1_means,5.874111175537109
32,Area_percentile_50,5.855307579040527
37,RangeA_percentile_99,5.835535049438477
29,Path_percentile_95,5.801216125488281
19,MedianDistance_percentile_95,5.79174280166626
91,ExplainedVar_PC2_percentile_50,5.780890464782715
27,Path_percentile_15,5.753659248352051
77,FrequencyDispersion_percentile_15,5.729029178619385
94,ExplainedVar_PC3_stds,5.70045280456543
50,PWR_percentile_5,5.672863006591797
18,MedianDistance_percentile_85,5.672728061676025
41,RangeB_percentile_99,5.641026020050049
0,ageaccel,5.640701770782471
28,Path_percentile_85,5.613753318786621
2,weight,5.608309268951416
63,F95_percentile_50,5.607082843780518
75,FrequencyDispersion_means,5.553337097167969
78,FrequencyDispersion_percentile_50,5.536611080169678
79,FrequencyDispersion_percentile_85,5.535614490509033
46,MedianFrequency_percentile_85,5.5070390701293945
25,Path_stds,5.487755298614502
66,F95_percentile_99,5.4707818031311035
7,MedianX_MAD_percentile_15,5.381208896636963
21,RMS_means,5.372398376464844
86,ExplainedVar_PC1_percentile_85,5.355175018310547
39,RangeB_percentile_15,5.341671466827393
62,F95_percentile_15,5.314221382141113
65,F95_percentile_95,5.296791076660156
22,RMS_stds,5.293652534484863
47,MedianFrequency_percentile_95,5.282288074493408
102,mean_std_spm,5.256023406982422
3,EDUC,5.248048305511475
99,ExplainedVar_PC3_percentile_99,5.200191497802734
68,CentroidFrequency_stds,5.191960334777832
67,CentroidFrequency_means,5.177624702453613
54,F50_means,5.156846046447754
5,MedianX_MAD_stds,5.131710052490234
44,MedianFrequency_percentile_15,5.1262640953063965
76,FrequencyDispersion_stds,5.1250433921813965
96,ExplainedVar_PC3_percentile_15,5.0064473152160645
1,histhtn,5.006360054016113
73,CentroidFrequency_percentile_95,5.002302169799805
87,ExplainedVar_PC1_percentile_95,4.8680315017700195
100,n_winds_norm,4.758487701416016
52,PWR_percentile_95,4.6947245597839355
74,CentroidFrequency_percentile_99,4.643871784210205
88,ExplainedVar_PC1_percentile_99,4.567983627319336
33,Area_percentile_95,4.496927738189697
6,MedianX_MAD_percentile_5,4.492585182189941
89,ExplainedVar_PC2_means,4.457359313964844
92,ExplainedVar_PC2_percentile_85,4.340585231781006
84,ExplainedVar_PC1_percentile_5,4.301451683044434
10,MedianX_MAD_percentile_99,4.178763389587402
8,MedianX_MAD_percentile_50,4.112700462341309
14,MedianZ_MAD_percentile_15,3.957568407058716
