Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.725,0.093,0.974,0.056,0.121,0.968,0.205,0.957,0.268,0.951,0.333,0.947,ref
O+Q,0.795,0.242,1.006,0.048,0.180,0.974,0.291,0.965,0.362,0.956,0.472,0.953,0.646
S,0.733,0.338,1.071,0.055,0.143,0.970,0.198,0.953,0.246,0.948,0.345,0.946,-0.130
O+S,0.753,0.178,1.002,0.054,0.144,0.969,0.228,0.959,0.313,0.956,0.335,0.949,0.229
O+Q+S,0.798,0.292,1.040,0.048,0.184,0.975,0.277,0.964,0.386,0.960,0.429,0.955,0.674
