,Feature,Gain
18,SF12_walkblock,574.3164672851562
75,ExplainedVar_PC1_percentile_95,418.2021484375
17,SF12_walkblocks,196.55398559570312
76,ExplainedVar_PC1_percentile_99,123.23851776123047
1,ageaccel,107.06906127929688
8,total_steps_norm,103.85032653808594
16,SF12_walkmile,83.81280517578125
21,SF12_not_careful,82.3467788696289
12,SF12_modact,77.1102523803711
25,SF12year,73.20045471191406
19,SF12_bath,60.540828704833984
20,SF12_limitedwork,46.5638427734375
77,ExplainedVar_PC2_means,34.428749084472656
13,SF12_lifting,32.39289093017578
81,ExplainedVar_PC2_percentile_99,27.884353637695312
78,ExplainedVar_PC2_percentile_5,24.05609893798828
73,ExplainedVar_PC1_stds,23.34349822998047
80,ExplainedVar_PC2_percentile_85,22.976587295532227
14,SF12_climbone,22.911869049072266
58,F50_percentile_95,21.62271499633789
31,smoke,18.809919357299805
33,MedianX_MAD_stds,17.866622924804688
71,FrequencyDispersion_percentile_85,17.8461971282959
48,MedianFrequency_means,16.655914306640625
59,F50_percentile_99,16.32163429260254
39,MedianZ_MAD_percentile_5,15.415033340454102
2,bmi,15.230231285095215
24,SF12_soc_act,14.710986137390137
34,MedianX_MAD_percentile_5,14.315464973449707
65,CentroidFrequency_percentile_15,14.302265167236328
87,mean_std_spm,13.467415809631348
11,SF12_vigact,13.33892822265625
30,genhealth,12.529061317443848
66,CentroidFrequency_percentile_85,12.327778816223145
23,SF12_felt_down,11.786375045776367
36,MedianX_MAD_percentile_95,11.700399398803711
42,MedianDistance_percentile_95,11.485153198242188
83,ExplainedVar_PC3_percentile_15,11.113106727600098
50,MedianFrequency_percentile_5,11.06429672241211
60,F95_means,11.044160842895508
10,sithome,11.023397445678711
49,MedianFrequency_stds,10.747599601745605
70,FrequencyDispersion_percentile_50,10.657537460327148
69,FrequencyDispersion_percentile_15,10.49603271484375
62,F95_percentile_15,10.462206840515137
38,MedianZ_MAD_stds,10.26058292388916
88,sem_spm,10.090509414672852
9,sit_hometv,10.002983093261719
86,mean_spm,9.777965545654297
4,weight,9.766413688659668
45,Area_percentile_99,9.699783325195312
6,had_jointyrs_time,9.551817893981934
0,RACE,9.46622085571289
85,n_winds_norm,9.465958595275879
46,RangeA_percentile_99,9.429156303405762
64,CentroidFrequency_stds,9.33583927154541
7,had_strokeyears_time,9.290104866027832
84,ExplainedVar_PC3_percentile_99,9.230788230895996
27,running,9.17264461517334
5,EDUC,9.166316986083984
54,F50_means,8.92162799835205
61,F95_stds,8.83094596862793
3,histhtn,8.827922821044922
15,SF12_bending,8.720498085021973
57,F50_percentile_50,8.663952827453613
79,ExplainedVar_PC2_percentile_15,8.652546882629395
55,F50_stds,8.646061897277832
37,MedianX_MAD_percentile_99,8.599592208862305
82,ExplainedVar_PC3_percentile_5,8.555891990661621
35,MedianX_MAD_percentile_85,8.544071197509766
51,MedianFrequency_percentile_99,8.398819923400879
22,SF12_energy,8.349309921264648
56,F50_percentile_15,8.32995319366455
63,F95_percentile_85,8.27583122253418
74,ExplainedVar_PC1_percentile_15,8.212350845336914
26,stairclimb,8.201990127563477
28,jogging,8.200175285339355
44,Area_stds,8.180768966674805
72,FrequencyDispersion_percentile_99,8.13978385925293
68,FrequencyDispersion_percentile_5,8.119553565979004
41,MedianDistance_percentile_5,7.809631824493408
67,FrequencyDispersion_stds,7.797760963439941
52,PWR_stds,7.746848106384277
32,first_fall_pre,7.385326862335205
47,RangeB_percentile_99,7.019959449768066
29,walking,6.9370574951171875
53,PWR_percentile_99,6.731007099151611
43,Path_percentile_50,6.365206718444824
40,MedianZ_MAD_percentile_99,5.719910621643066
