Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.613,-1.943,0.792,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.706,-0.647,1.012,0.001,0.000,0.999,0.000,0.999,--,0.999,--,0.999,0.215
S,0.330,-16.006,-1.492,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-0.593
O+S,0.541,-4.631,0.344,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,-0.079
O+Q+S,0.627,-2.801,0.647,0.001,0.000,0.999,0.000,0.999,--,0.999,--,0.999,0.072
