,Feature,Gain
28,RangeA_stds,36.03036117553711
20,RMS_percentile_99,18.567686080932617
18,RMS_stds,16.921228408813477
42,PWR_percentile_99,16.307289123535156
40,PWR_stds,12.078304290771484
51,CentroidFrequency_percentile_5,11.866512298583984
24,Area_stds,11.12213134765625
44,F95_stds,9.920319557189941
34,MedianFrequency_stds,9.649482727050781
61,FrequencyDispersion_percentile_99,9.13259220123291
60,FrequencyDispersion_percentile_95,8.887917518615723
41,PWR_percentile_85,8.475988388061523
71,ExplainedVar_PC2_percentile_5,8.011343002319336
15,MedianDistance_percentile_5,7.885572910308838
81,mean_spm,7.825765132904053
38,MedianFrequency_percentile_95,7.7608842849731445
73,ExplainedVar_PC2_percentile_85,7.622145652770996
3,heightbs,7.498848915100098
8,MedianX_MAD_percentile_99,7.3823018074035645
43,F95_means,7.227598190307617
7,n_days_wear,7.131242752075195
9,MedianZ_MAD_stds,7.076422691345215
23,Path_percentile_99,6.99793004989624
36,MedianFrequency_percentile_15,6.9585652351379395
82,mean_std_spm,6.867991924285889
75,ExplainedVar_PC3_means,6.8122758865356445
11,MedianZ_MAD_percentile_15,6.802558898925781
64,ExplainedVar_PC1_percentile_5,6.735286235809326
32,RangeB_percentile_50,6.710495948791504
55,CentroidFrequency_percentile_99,6.697957515716553
14,MedianZ_MAD_percentile_99,6.6475934982299805
79,ExplainedVar_PC3_percentile_95,6.630642414093018
19,RMS_percentile_95,6.593681812286377
35,MedianFrequency_percentile_5,6.590332508087158
78,ExplainedVar_PC3_percentile_85,6.567652702331543
29,RangeA_percentile_99,6.559844493865967
26,Area_percentile_85,6.549851417541504
77,ExplainedVar_PC3_percentile_5,6.537999153137207
4,had_jointyrs_time,6.500387191772461
6,total_steps_norm,6.445898056030273
80,ExplainedVar_PC3_percentile_99,6.436068058013916
74,ExplainedVar_PC2_percentile_95,6.425324440002441
69,ExplainedVar_PC2_means,6.296872615814209
63,ExplainedVar_PC1_stds,6.272229194641113
53,CentroidFrequency_percentile_85,6.212934494018555
57,FrequencyDispersion_percentile_5,6.123630046844482
67,ExplainedVar_PC1_percentile_85,6.109808444976807
49,F95_percentile_99,6.056872367858887
47,F95_percentile_50,6.008903503417969
12,MedianZ_MAD_percentile_50,6.00143575668335
37,MedianFrequency_percentile_85,6.001301288604736
0,ageaccel,5.8879804611206055
68,ExplainedVar_PC1_percentile_95,5.868026256561279
50,CentroidFrequency_means,5.833156585693359
59,FrequencyDispersion_percentile_50,5.8208465576171875
13,MedianZ_MAD_percentile_95,5.817962646484375
66,ExplainedVar_PC1_percentile_50,5.758984088897705
17,MedianDistance_percentile_99,5.657685279846191
39,MedianFrequency_percentile_99,5.627232551574707
21,Path_percentile_50,5.555630683898926
30,RangeB_percentile_5,5.550780773162842
10,MedianZ_MAD_percentile_5,5.4988884925842285
2,weight,5.489228248596191
27,Area_percentile_99,5.483040809631348
70,ExplainedVar_PC2_stds,5.4605278968811035
22,Path_percentile_95,5.454507350921631
31,RangeB_percentile_15,5.359974384307861
76,ExplainedVar_PC3_stds,5.359764575958252
46,F95_percentile_15,5.331569671630859
16,MedianDistance_percentile_85,5.330562591552734
1,bmi,5.322453022003174
83,sem_spm,5.320934772491455
62,ExplainedVar_PC1_means,5.31093692779541
52,CentroidFrequency_percentile_50,5.263192176818848
65,ExplainedVar_PC1_percentile_15,5.192056655883789
48,F95_percentile_95,5.014814376831055
45,F95_percentile_5,4.890412330627441
58,FrequencyDispersion_percentile_15,4.816607475280762
54,CentroidFrequency_percentile_95,4.7798566818237305
25,Area_percentile_15,4.7626051902771
33,RangeB_percentile_95,4.6805033683776855
56,FrequencyDispersion_means,4.54323673248291
5,had_tiayrs_time,4.3762946128845215
72,ExplainedVar_PC2_percentile_15,4.303317070007324
