,Feature,Gain
0,ageaccel,19.302589416503906
7,SF12_cut_time,11.422904968261719
13,tmethrst,10.311399459838867
8,SF12_limitedwork,10.234691619873047
2,histhtn,9.839642524719238
11,SF12_energy,9.428266525268555
4,total_steps_norm,8.925928115844727
15,aerobic,8.030742645263672
12,SF12year,7.230905055999756
9,SF12_emot_accless,6.811100006103516
14,running,6.259583473205566
1,bmi,5.816282749176025
5,sit_hometv,5.581688404083252
18,genhealth,5.577432155609131
6,SF12_vigact,5.5029191970825195
10,SF12_pain,5.218691825866699
17,lowexer,5.185942649841309
3,heightbs,5.16806697845459
16,walking,4.725826740264893
