,Feature,Gain
12,first_fall_pre,72.2311782836914
6,SF12_lifting,41.71596908569336
10,SF12_soc_act,37.27071762084961
8,SF12_cut_time,36.83739471435547
5,SF12_modact,36.250587463378906
13,n_falls_pre,33.457359313964844
0,ageaccel,26.868234634399414
9,SF12_emot_accless,23.955177307128906
26,F95_percentile_85,23.12729835510254
24,F95_means,22.055660247802734
1,bmi,20.371442794799805
32,FrequencyDispersion_percentile_99,16.412765502929688
31,FrequencyDispersion_percentile_95,15.861532211303711
16,RMS_percentile_85,14.343703269958496
4,SF12_vigact,14.336387634277344
25,F95_percentile_15,14.256054878234863
20,MedianFrequency_percentile_50,13.957398414611816
11,genhealth,13.779243469238281
34,ExplainedVar_PC3_percentile_85,12.913777351379395
30,FrequencyDispersion_percentile_85,12.226029396057129
2,weight,12.05762004852295
28,FrequencyDispersion_means,11.754804611206055
15,MedianZ_MAD_percentile_15,11.559046745300293
17,RangeA_stds,11.280035018920898
35,mean_spm,11.271099090576172
19,RangeB_percentile_99,10.838866233825684
3,had_jointyrs_time,10.132954597473145
7,SF12_walkmile,10.118622779846191
36,had_parkyrs_time,10.088630676269531
23,F50_percentile_85,9.735365867614746
21,PWR_stds,9.733868598937988
14,MedianZ_MAD_stds,9.725831985473633
33,ExplainedVar_PC2_percentile_85,9.129756927490234
27,F95_percentile_95,8.952970504760742
22,F50_means,8.658943176269531
29,FrequencyDispersion_stds,8.24869441986084
18,RangeA_percentile_85,6.446988582611084
