,Feature,Gain
7,SF12_modact,35.18160629272461
43,ExplainedVar_PC2_percentile_85,24.839412689208984
0,ageaccel,24.04114532470703
11,SF12_phys_accless,23.96965217590332
8,SF12_climbsev,22.289945602416992
26,RangeA_percentile_95,18.355609893798828
14,SF12_soc_act,16.287607192993164
41,ExplainedVar_PC1_means,14.437143325805664
25,Area_percentile_5,13.462800025939941
6,SF12_vigact,12.757801055908203
9,SF12_walkblocks,12.202384948730469
10,SF12_cut_time,11.876161575317383
2,histhtn,10.9652738571167
45,n_winds_norm,10.886597633361816
30,MedianFrequency_percentile_5,10.792689323425293
40,FrequencyDispersion_percentile_50,10.628861427307129
13,SF12_felt_calm,10.546539306640625
22,RMS_percentile_85,10.491318702697754
4,hearing_trouble,10.390458106994629
21,MedianDistance_percentile_95,10.32348346710205
23,RMS_percentile_99,10.007224082946777
12,SF12_pain,9.47830867767334
44,ExplainedVar_PC3_percentile_95,9.386316299438477
35,F50_percentile_95,9.363383293151855
38,CentroidFrequency_percentile_50,9.287431716918945
33,MedianFrequency_percentile_85,9.186057090759277
16,jogging,8.881473541259766
27,RangeB_means,8.77798843383789
47,mean_std_spm,8.413851737976074
19,MedianX_MAD_percentile_50,8.413078308105469
28,RangeB_percentile_85,8.251830101013184
42,ExplainedVar_PC2_stds,8.22746467590332
32,MedianFrequency_percentile_50,8.19845199584961
39,FrequencyDispersion_percentile_15,8.18640422821045
3,had_strokeyears_time,8.053426742553711
15,tmethrst,7.888985633850098
1,bmi,7.878954887390137
46,mean_spm,7.864885330200195
34,F50_percentile_15,7.699933052062988
5,sit_hometv,7.673808574676514
29,MedianFrequency_stds,7.5128068923950195
31,MedianFrequency_percentile_15,7.437276363372803
37,CentroidFrequency_percentile_15,7.303029537200928
17,genhealth,7.241434097290039
18,MedianX_MAD_stds,7.187382698059082
36,F95_stds,6.732964515686035
24,Area_means,6.079821586608887
20,MedianZ_MAD_percentile_15,5.946409225463867
