,Feature,Gain
23,first_fall_pre,66.34170532226562
12,SF12_cut_time,33.36064529418945
24,n_falls_pre,31.36503791809082
8,SF12_lifting,29.672161102294922
0,ageaccel,27.982107162475586
13,SF12_limitedwork,27.589523315429688
10,SF12_walkmile,24.824073791503906
7,SF12_modact,23.583688735961914
1,bmi,22.212631225585938
18,SF12_soc_act,19.24868392944336
56,FrequencyDispersion_percentile_85,16.419286727905273
43,F95_means,15.730645179748535
57,FrequencyDispersion_percentile_95,14.779797554016113
50,CentroidFrequency_percentile_85,14.562919616699219
58,FrequencyDispersion_percentile_99,14.273183822631836
6,SF12_vigact,13.639673233032227
45,F95_percentile_50,12.469306945800781
9,SF12_climbsev,12.232539176940918
2,weight,11.980799674987793
42,F50_percentile_99,11.88111400604248
16,SF12_felt_calm,11.6580228805542
62,mean_std_spm,10.99492359161377
5,sit_hometv,10.595870018005371
14,SF12_diff_work,10.567963600158691
15,SF12_pain,10.3627347946167
44,F95_percentile_5,10.15089225769043
47,CentroidFrequency_stds,10.015024185180664
32,Area_stds,9.984515190124512
48,CentroidFrequency_percentile_5,9.967021942138672
26,MedianX_MAD_percentile_15,9.950883865356445
34,RangeA_percentile_50,9.943807601928711
29,MedianDistance_percentile_15,9.670388221740723
39,MedianFrequency_percentile_50,9.45437240600586
49,CentroidFrequency_percentile_50,9.42221450805664
36,MedianFrequency_stds,9.379777908325195
61,mean_spm,9.266263008117676
55,FrequencyDispersion_percentile_15,9.118730545043945
21,lifting,9.048792839050293
54,FrequencyDispersion_percentile_5,9.021342277526855
53,FrequencyDispersion_stds,8.76075267791748
17,SF12_felt_down,8.623014450073242
25,MedianX_MAD_stds,8.551809310913086
3,heightbs,8.536882400512695
27,MedianX_MAD_percentile_95,8.194987297058105
38,MedianFrequency_percentile_15,8.179123878479004
33,Area_percentile_95,8.176924705505371
35,RangeB_means,8.096176147460938
31,Path_percentile_15,8.031780242919922
37,MedianFrequency_percentile_5,8.030942916870117
28,MedianDistance_percentile_5,7.96951961517334
22,othrexer,7.959972858428955
20,jogging,7.856209754943848
51,CentroidFrequency_percentile_99,7.843567371368408
46,F95_percentile_95,7.74941873550415
11,SF12_walkblock,7.6466522216796875
52,FrequencyDispersion_means,7.445144176483154
41,PWR_stds,7.421980381011963
4,had_jointyrs_time,7.311599254608154
30,RMS_stds,6.894355297088623
60,n_winds_norm,6.834994792938232
59,ExplainedVar_PC2_percentile_5,6.791341304779053
19,biking,6.426861763000488
40,MedianFrequency_percentile_95,6.235854625701904
