Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.685,1.453,1.300,0.001,--,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.588,-3.735,0.466,0.001,0.000,0.999,0.000,0.999,--,0.999,--,0.999,-0.310
S,0.582,4.217,1.754,0.001,0.016,0.999,0.163,0.999,--,0.999,--,0.999,-0.168
O+S,0.596,3.176,1.590,0.001,0.013,0.999,0.163,0.999,--,0.999,--,0.999,0.052
O+Q+S,0.552,0.055,1.075,0.001,0.009,0.999,0.000,0.999,--,0.999,--,0.999,0.083
