,Feature,Gain
30,first_fall_pre,55.122623443603516
17,SF12_cut_time,37.53248596191406
18,SF12_limitedwork,28.283706665039062
11,SF12_lifting,24.35009765625
0,ageaccel,23.210180282592773
31,n_falls_pre,21.61676597595215
1,bmi,18.431453704833984
10,SF12_modact,17.201900482177734
23,SF12_soc_act,16.43426513671875
14,SF12_walkmile,14.238089561462402
9,SF12_vigact,11.01064682006836
12,SF12_climbsev,10.019964218139648
2,weight,9.4493408203125
8,sit_hometv,9.058147430419922
20,SF12_pain,8.50114917755127
15,SF12_walkblocks,8.486282348632812
19,SF12_emot_accless,7.394721984863281
21,SF12_felt_calm,6.597086429595947
22,SF12_felt_down,6.524629592895508
27,lifting,6.29567289352417
26,jogging,6.204046249389648
3,heightbs,6.000755310058594
4,EDUC,5.948469638824463
28,othrexer,5.867380142211914
29,genhealth,5.864234924316406
25,biking,5.604381561279297
16,SF12_walkblock,5.545591831207275
5,had_jointyrs_time,5.369503974914551
6,total_steps_norm,5.367433071136475
24,tmethrst,4.9448065757751465
7,n_days_wear,4.4813923835754395
13,SF12_climbone,4.441676139831543
