,Feature,Gain
12,SF12_walkblocks,24.669336318969727
0,ageaccel,24.2465877532959
14,SF12_phys_accless,20.670654296875
8,SF12_modact,19.374685287475586
5,total_steps_norm,10.692349433898926
13,SF12_cut_time,9.344660758972168
7,SF12_vigact,8.630411148071289
2,histhtn,8.302555084228516
16,SF12_pain,8.17636775970459
20,genhealth,8.12752914428711
11,SF12_bending,7.720801830291748
19,swim,7.55952787399292
15,SF12_limitedwork,7.0917558670043945
17,SF12_soc_act,6.103071212768555
6,hearing_trouble,6.052927494049072
9,SF12_climbsev,5.9670186042785645
1,bmi,5.313836097717285
22,had_parkyrs_time,5.104451656341553
18,tmethrst,5.018661975860596
21,first_fall_pre,4.768948554992676
3,heightbs,4.509248733520508
10,SF12_climbone,4.250845432281494
4,had_tiayrs_time,4.092881202697754
