,Feature,Gain
13,SF12_bending,76.35804748535156
5,had_jointyrs_time,54.398502349853516
17,SF12_pain,48.915924072265625
2,weight,33.18696212768555
37,MedianX_MAD_percentile_95,29.019113540649414
48,Path_percentile_99,28.760969161987305
14,SF12_walkmile,25.444425582885742
9,SF12_vigact,21.245763778686523
38,MedianX_MAD_percentile_99,17.607954025268555
15,SF12_limitedwork,17.599151611328125
42,MedianDistance_percentile_95,16.68494987487793
43,MedianDistance_percentile_99,16.44662094116211
24,biking,15.868939399719238
68,PWR_percentile_95,13.979680061340332
26,swim,13.72518253326416
64,PWR_means,13.675068855285645
1,bmi,13.342255592346191
73,F95_percentile_5,12.995941162109375
6,total_steps_norm,12.810078620910645
85,FrequencyDispersion_percentile_15,12.771330833435059
34,MedianX_MAD_stds,12.60494327545166
19,SF12_felt_down,12.511249542236328
3,heightbs,12.490898132324219
46,Path_stds,12.161617279052734
4,EDUC,11.824910163879395
78,CentroidFrequency_percentile_15,11.373026847839355
32,alcuse,11.19951057434082
50,Area_percentile_5,11.116567611694336
28,lifting,11.089146614074707
89,FrequencyDispersion_percentile_99,10.901178359985352
75,F95_percentile_95,10.81602954864502
58,RangeB_percentile_15,10.802597045898438
30,othrexer,10.798102378845215
49,Area_stds,10.69922924041748
44,RMS_percentile_5,10.649740219116211
29,lowexer,10.573634147644043
83,FrequencyDispersion_stds,10.421059608459473
31,genhealth,10.404294967651367
96,ExplainedVar_PC3_percentile_85,10.367769241333008
41,MedianDistance_percentile_15,10.337784767150879
10,SF12_modact,10.310517311096191
35,MedianX_MAD_percentile_15,10.269182205200195
12,SF12_climbone,10.249275207519531
98,ExplainedVar_PC3_percentile_99,10.203241348266602
22,stairclimb,10.179154396057129
97,ExplainedVar_PC3_percentile_95,10.069986343383789
0,ageaccel,9.7200288772583
84,FrequencyDispersion_percentile_5,9.634057998657227
47,Path_percentile_95,9.629483222961426
63,MedianFrequency_percentile_99,9.625588417053223
59,RangeB_percentile_85,9.56464672088623
86,FrequencyDispersion_percentile_50,9.466424942016602
51,Area_percentile_85,9.449296951293945
93,ExplainedVar_PC3_means,9.447848320007324
40,MedianZ_MAD_percentile_99,9.415360450744629
54,RangeA_percentile_5,9.369368553161621
88,FrequencyDispersion_percentile_95,9.334248542785645
67,PWR_percentile_85,9.30797290802002
92,ExplainedVar_PC2_percentile_50,9.30039119720459
21,tmethrst,9.253616333007812
81,CentroidFrequency_percentile_99,9.183614730834961
70,F50_percentile_95,9.158370018005371
18,SF12_felt_calm,9.144255638122559
95,ExplainedVar_PC3_percentile_50,8.929409980773926
60,MedianFrequency_stds,8.924127578735352
27,walking,8.891414642333984
65,PWR_stds,8.867963790893555
57,RangeB_percentile_5,8.835868835449219
77,CentroidFrequency_stds,8.835051536560059
8,sithome,8.76988410949707
94,ExplainedVar_PC3_stds,8.765589714050293
62,MedianFrequency_percentile_15,8.727302551269531
69,PWR_percentile_99,8.651527404785156
87,FrequencyDispersion_percentile_85,8.527857780456543
7,hearing_trouble,8.49863338470459
55,RangeB_means,8.468832015991211
74,F95_percentile_85,8.402995109558105
20,SF12year,8.287046432495117
61,MedianFrequency_percentile_5,8.235518455505371
102,sem_spm,8.214974403381348
16,SF12_diff_work,8.201369285583496
53,Area_percentile_99,8.190088272094727
91,ExplainedVar_PC1_percentile_99,8.177421569824219
79,CentroidFrequency_percentile_85,8.110129356384277
25,jogging,8.09931468963623
23,running,7.9366302490234375
76,F95_percentile_99,7.903566360473633
72,F95_means,7.788107395172119
100,mean_spm,7.695984363555908
33,first_fall_pre,7.581493377685547
99,n_winds_norm,7.5306549072265625
45,RMS_percentile_99,7.398775577545166
66,PWR_percentile_15,7.249022960662842
11,SF12_climbsev,7.229949951171875
56,RangeB_stds,7.144961357116699
90,ExplainedVar_PC1_stds,6.9983978271484375
52,Area_percentile_95,6.794926643371582
71,F50_percentile_99,6.770031929016113
80,CentroidFrequency_percentile_95,6.577301502227783
82,FrequencyDispersion_means,6.575921058654785
101,mean_std_spm,6.455071926116943
39,MedianZ_MAD_percentile_5,6.43632173538208
36,MedianX_MAD_percentile_50,6.162966728210449
