,Feature,Gain
24,first_fall_pre,65.89306640625
9,SF12_lifting,45.750030517578125
18,SF12_soc_act,31.48919677734375
13,SF12_phys_accless,29.251968383789062
25,n_falls_pre,28.03127670288086
14,SF12_emot_accless,25.23615837097168
8,SF12_modact,23.99964141845703
0,ageaccel,21.997880935668945
12,SF12_cut_time,21.426414489746094
1,bmi,16.640106201171875
7,SF12_vigact,13.705373764038086
15,SF12_felt_calm,13.45937442779541
2,weight,11.904135704040527
23,genhealth,10.98460578918457
6,total_steps_norm,9.4011812210083
10,SF12_climbsev,9.012824058532715
5,had_jointyrs_time,8.916964530944824
26,had_parkyrs_time,8.342848777770996
11,SF12_walkmile,8.310853004455566
3,heightbs,7.484604358673096
4,EDUC,6.542964458465576
17,SF12_felt_down,6.486694812774658
16,SF12_energy,5.73391056060791
22,lifting,5.466688632965088
21,jogging,5.018263816833496
20,walkpace,4.820188999176025
19,SF12year,4.413150310516357
