,Feature,Gain
30,FrequencyDispersion_percentile_95,36.190452575683594
29,FrequencyDispersion_percentile_85,27.598812103271484
0,ageaccel,26.687862396240234
34,ExplainedVar_PC1_percentile_99,21.820201873779297
25,F95_means,19.62900733947754
1,bmi,17.279666900634766
27,CentroidFrequency_means,13.599605560302734
26,F95_percentile_85,13.478548049926758
20,MedianFrequency_percentile_50,11.665071487426758
41,mean_spm,11.60219955444336
22,PWR_stds,11.281400680541992
12,MedianDistance_percentile_15,11.199179649353027
4,had_jointyrs_time,11.149910926818848
5,total_steps_norm,10.298737525939941
33,ExplainedVar_PC1_percentile_50,9.784646987915039
7,MedianX_MAD_percentile_15,9.017607688903809
2,weight,8.969520568847656
6,MedianX_MAD_percentile_5,8.822508811950684
14,Area_stds,8.741905212402344
18,MedianFrequency_percentile_5,8.682021141052246
19,MedianFrequency_percentile_15,8.664521217346191
32,ExplainedVar_PC1_stds,8.560513496398926
8,MedianX_MAD_percentile_85,8.533085823059082
28,FrequencyDispersion_percentile_15,8.532283782958984
43,had_parkyrs_time,8.261908531188965
40,n_winds_norm,8.084518432617188
38,ExplainedVar_PC3_percentile_5,8.03032112121582
17,MedianFrequency_means,7.965610980987549
37,ExplainedVar_PC3_stds,7.899789333343506
3,heightbs,7.898517608642578
13,RMS_percentile_50,7.719054698944092
23,PWR_percentile_15,7.5735297203063965
42,mean_std_spm,7.50705099105835
31,FrequencyDispersion_percentile_99,7.5057373046875
35,ExplainedVar_PC2_means,7.4160895347595215
15,RangeA_stds,7.341729164123535
24,F50_percentile_95,7.270707607269287
11,MedianZ_MAD_percentile_99,6.991151332855225
10,MedianZ_MAD_percentile_85,6.872165679931641
21,PWR_means,6.7069597244262695
16,RangeA_percentile_15,6.334317207336426
39,ExplainedVar_PC3_percentile_85,6.317350387573242
9,MedianX_MAD_percentile_95,6.273105144500732
36,ExplainedVar_PC2_stds,5.5537824630737305
