Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.593,0.009,0.968,0.014,0.014,--,0.017,0.988,0.032,0.989,--,0.986,ref
O+Q,0.579,-1.906,0.517,0.014,0.015,0.992,0.017,0.988,0.025,0.988,0.000,0.986,-0.124
S,0.606,0.510,1.091,0.014,0.014,--,0.016,0.989,0.023,0.987,0.000,0.986,-0.171
O+S,0.627,0.830,1.159,0.014,0.014,--,0.020,0.991,0.033,0.989,0.000,0.986,0.173
O+Q+S,0.596,-0.446,0.862,0.014,0.014,--,0.020,0.991,0.024,0.988,--,0.986,-0.108
