,Feature,Gain
0,ageaccel,25.494319915771484
1,bmi,19.558242797851562
73,ExplainedVar_PC2_percentile_99,18.746095657348633
51,F95_percentile_50,16.479515075683594
48,F95_means,15.754137992858887
66,FrequencyDispersion_percentile_95,14.780227661132812
50,F95_percentile_5,13.83706283569336
56,CentroidFrequency_percentile_5,13.387702941894531
23,Area_stds,13.347867012023926
46,F50_percentile_95,12.71817684173584
65,FrequencyDispersion_percentile_85,12.683249473571777
58,CentroidFrequency_percentile_85,11.472633361816406
64,FrequencyDispersion_percentile_50,10.921167373657227
47,F50_percentile_99,10.431568145751953
80,mean_std_spm,10.299509048461914
30,RangeA_percentile_85,9.889555931091309
32,RangeB_stds,9.625495910644531
79,mean_spm,9.395112037658691
19,RMS_percentile_15,9.39121150970459
24,Area_percentile_5,9.387289047241211
2,weight,9.341883659362793
67,FrequencyDispersion_percentile_99,8.878854751586914
29,RangeA_percentile_50,8.765186309814453
77,ExplainedVar_PC3_percentile_99,8.747861862182617
15,MedianDistance_percentile_15,8.613378524780273
27,RangeA_stds,8.571161270141602
28,RangeA_percentile_15,8.407804489135742
44,F50_percentile_15,8.407159805297852
63,FrequencyDispersion_percentile_15,8.299369812011719
34,MedianFrequency_stds,8.298824310302734
62,FrequencyDispersion_percentile_5,8.199563026428223
60,FrequencyDispersion_means,8.178207397460938
61,FrequencyDispersion_stds,8.150527000427246
12,MedianZ_MAD_percentile_95,8.094050407409668
36,MedianFrequency_percentile_15,8.06101131439209
6,MedianX_MAD_stds,7.883391857147217
8,MedianX_MAD_percentile_15,7.750398635864258
21,Path_percentile_15,7.721643447875977
37,MedianFrequency_percentile_50,7.68178653717041
76,ExplainedVar_PC3_percentile_15,7.6033196449279785
57,CentroidFrequency_percentile_50,7.596925258636475
3,heightbs,7.588498592376709
25,Area_percentile_95,7.585646629333496
35,MedianFrequency_percentile_5,7.545955657958984
9,MedianX_MAD_percentile_95,7.515552997589111
40,PWR_stds,7.488983154296875
4,had_jointyrs_time,7.434853553771973
59,CentroidFrequency_percentile_99,7.3972487449646
42,F50_means,7.273836612701416
20,Path_percentile_5,7.251974582672119
17,MedianDistance_percentile_99,7.173870086669922
45,F50_percentile_85,7.152745246887207
70,ExplainedVar_PC2_means,7.150259971618652
31,RangeB_means,7.144495010375977
11,MedianZ_MAD_stds,7.133649826049805
72,ExplainedVar_PC2_percentile_5,7.117877960205078
78,n_winds_norm,7.0805206298828125
54,CentroidFrequency_means,7.046935081481934
81,had_parkyrs_time,7.016936302185059
53,F95_percentile_99,6.875864028930664
41,PWR_percentile_99,6.872431755065918
52,F95_percentile_95,6.849586486816406
75,ExplainedVar_PC3_percentile_5,6.8074421882629395
7,MedianX_MAD_percentile_5,6.631587505340576
71,ExplainedVar_PC2_stds,6.60745906829834
43,F50_stds,6.599754333496094
39,MedianFrequency_percentile_99,6.540721893310547
18,RMS_stds,6.506833553314209
74,ExplainedVar_PC3_stds,6.366011619567871
55,CentroidFrequency_stds,6.324357032775879
16,MedianDistance_percentile_85,6.303798198699951
22,Path_percentile_99,6.057901859283447
38,MedianFrequency_percentile_95,6.030269145965576
68,ExplainedVar_PC1_stds,5.905554294586182
10,MedianX_MAD_percentile_99,5.830598831176758
14,MedianDistance_percentile_5,5.685332298278809
69,ExplainedVar_PC1_percentile_99,5.6465582847595215
49,F95_stds,5.633309364318848
5,total_steps_norm,5.309439659118652
33,RangeB_percentile_50,5.2272467613220215
13,MedianZ_MAD_percentile_99,4.916567325592041
26,Area_percentile_99,4.744991302490234
