,Feature,Gain
59,ExplainedVar_PC1_percentile_85,24.494386672973633
10,SF12_limitedwork,21.860210418701172
0,ageaccel,21.687028884887695
7,SF12_walkblocks,16.21535301208496
60,ExplainedVar_PC1_percentile_99,15.901355743408203
35,RangeA_percentile_99,14.689693450927734
56,FrequencyDispersion_percentile_85,14.32120132446289
55,FrequencyDispersion_percentile_50,12.390425682067871
48,F95_means,12.085908889770508
54,FrequencyDispersion_percentile_15,11.404605865478516
61,ExplainedVar_PC2_stds,11.315960884094238
6,sit_work,11.268380165100098
45,PWR_percentile_99,10.888474464416504
28,RMS_percentile_95,10.618700981140137
34,RangeA_percentile_95,9.982008934020996
13,tmethrst,9.970623970031738
14,aerobic,9.947991371154785
64,ExplainedVar_PC3_means,9.794319152832031
57,FrequencyDispersion_percentile_99,9.672348976135254
11,SF12_emot_accless,9.47998332977295
53,FrequencyDispersion_percentile_5,9.371918678283691
26,MedianDistance_percentile_85,9.203166961669922
21,MedianX_MAD_percentile_99,9.173397064208984
25,MedianDistance_stds,9.042709350585938
33,RangeA_percentile_85,8.783666610717773
51,FrequencyDispersion_means,8.668840408325195
42,PWR_stds,8.570968627929688
63,ExplainedVar_PC2_percentile_50,8.349867820739746
20,MedianX_MAD_percentile_95,8.30689811706543
50,CentroidFrequency_percentile_85,8.256514549255371
52,FrequencyDispersion_stds,8.198397636413574
58,ExplainedVar_PC1_stds,8.082980155944824
37,RangeB_percentile_15,8.047175407409668
24,MedianZ_MAD_percentile_95,7.759755611419678
44,PWR_percentile_50,7.736527919769287
1,bmi,7.701902389526367
12,SF12_felt_down,7.595553398132324
39,MedianFrequency_percentile_15,7.576720237731934
19,MedianX_MAD_percentile_85,7.565728664398193
46,F50_percentile_5,7.547656059265137
23,MedianZ_MAD_percentile_15,7.5232367515563965
9,SF12_phys_accless,7.503318786621094
49,F95_percentile_99,7.4520158767700195
31,Area_means,7.444262504577637
32,RangeA_percentile_15,7.329469680786133
69,mean_spm,7.294992446899414
47,F50_percentile_99,7.245713233947754
8,SF12_cut_time,7.177596092224121
27,RMS_percentile_85,7.176070690155029
22,MedianZ_MAD_stds,7.141670227050781
66,ExplainedVar_PC3_percentile_85,7.005379676818848
62,ExplainedVar_PC2_percentile_5,6.9070940017700195
3,weight,6.904266357421875
18,MedianX_MAD_percentile_50,6.858412742614746
30,Path_percentile_85,6.851836681365967
29,Path_percentile_5,6.831522464752197
4,heightbs,6.8007493019104
16,genhealth,6.686619758605957
68,n_winds_norm,6.4310126304626465
38,MedianFrequency_percentile_5,6.389991760253906
15,walking,6.370394229888916
36,RangeB_percentile_5,6.333099365234375
17,MedianX_MAD_percentile_5,6.328790664672852
40,MedianFrequency_percentile_50,6.315559387207031
2,histhtn,6.197617530822754
67,ExplainedVar_PC3_percentile_95,6.183936595916748
5,total_steps_norm,6.078647136688232
65,ExplainedVar_PC3_percentile_5,5.989691257476807
43,PWR_percentile_5,5.7603654861450195
41,MedianFrequency_percentile_99,5.107006549835205
