Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.599,-2.380,0.634,0.003,0.004,0.997,0.007,0.997,0.010,0.997,0.000,0.997,ref
O+S,0.755,-0.089,1.037,0.003,0.009,0.998,0.022,0.998,0.024,0.997,0.000,0.997,0.639
O+D,0.615,-1.827,0.713,0.003,0.005,0.997,0.008,0.997,0.000,0.997,0.000,0.997,0.034
O+S+D,0.759,0.324,1.096,0.003,0.010,0.998,0.022,0.997,0.025,0.997,0.000,0.997,0.607
