,Feature,Gain
18,SF12_bending,53.540260314941406
6,had_jointyrs_time,47.069149017333984
22,SF12_pain,28.775808334350586
3,weight,25.70955467224121
19,SF12_walkmile,14.621089935302734
30,biking,14.080348014831543
13,SF12_vigact,11.440523147583008
35,lifting,11.354301452636719
32,swim,10.902549743652344
25,SF12_felt_down,9.539484024047852
4,heightbs,9.476343154907227
29,stairclimb,9.086050033569336
8,total_steps_norm,8.94872760772705
5,EDUC,8.097591400146484
36,lowexer,8.047891616821289
27,tmethrst,7.261135578155518
2,bmi,7.192831516265869
11,sit_hometv,7.124068737030029
34,walking,7.038008689880371
23,SF12_felt_calm,6.974684715270996
31,jogging,6.890396595001221
37,othrexer,6.860403537750244
1,ageaccel,6.808833122253418
38,genhealth,6.769504547119141
14,SF12_modact,6.625918388366699
33,aerobic,6.588882923126221
0,RACE,6.004791259765625
17,SF12_climbone,5.730897426605225
15,SF12_lifting,5.687164306640625
39,alcuse,5.545774459838867
24,SF12_energy,5.309065341949463
41,n_falls_pre,5.136059761047363
12,sithome,5.089804649353027
21,SF12_walkblock,4.79464054107666
16,SF12_climbsev,4.489735126495361
40,first_fall_pre,4.463433742523193
9,hearing_trouble,4.439326286315918
28,walkpace,4.255521774291992
42,had_parkyrs_time,4.087996006011963
10,sit_work,4.065524101257324
7,had_strokeyears_time,3.4985151290893555
20,SF12_walkblocks,3.410187244415283
26,SF12year,3.257063627243042
