,Feature,Gain
34,ExplainedVar_PC1_percentile_95,270.70587158203125
35,ExplainedVar_PC1_percentile_99,171.49192810058594
36,ExplainedVar_PC2_stds,163.78878784179688
1,ageaccel,139.691162109375
22,F95_percentile_99,77.76563262939453
7,total_steps_norm,68.8639907836914
12,Path_percentile_99,44.11166000366211
30,FrequencyDispersion_percentile_85,34.434871673583984
29,FrequencyDispersion_percentile_50,29.583709716796875
8,MedianX_MAD_stds,24.514339447021484
31,FrequencyDispersion_percentile_95,23.806888580322266
3,histhtn,19.250947952270508
2,bmi,17.477352142333984
25,CentroidFrequency_percentile_15,15.632439613342285
26,FrequencyDispersion_means,15.551231384277344
10,RMS_percentile_85,15.019493103027344
38,n_winds_norm,14.78282642364502
20,F50_stds,14.339804649353027
4,weight,14.099554061889648
21,F50_percentile_85,13.877806663513184
18,MedianFrequency_stds,13.64875316619873
37,ExplainedVar_PC2_percentile_99,13.470596313476562
17,RangeA_percentile_85,13.297986030578613
27,FrequencyDispersion_percentile_5,12.514162063598633
5,had_jointyrs_time,12.387776374816895
13,Area_stds,12.360380172729492
15,Area_percentile_99,12.27377986907959
6,had_strokeyears_time,12.226633071899414
24,CentroidFrequency_percentile_5,12.138384819030762
33,ExplainedVar_PC1_percentile_5,11.851863861083984
28,FrequencyDispersion_percentile_15,11.80256175994873
14,Area_percentile_5,11.216317176818848
23,CentroidFrequency_stds,11.211174011230469
16,RangeA_stds,11.024519920349121
19,MedianFrequency_percentile_99,10.79208755493164
39,sem_spm,10.281172752380371
0,RACE,9.934981346130371
9,MedianDistance_percentile_99,9.874189376831055
11,RMS_percentile_99,9.318875312805176
32,ExplainedVar_PC1_means,8.967146873474121
