Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.706,4.278,1.629,0.001,--,0.999,--,0.999,--,0.999,--,0.999,ref
O+Q,0.711,5.285,1.776,0.001,--,0.999,--,0.999,--,0.999,--,0.999,0.007
S,0.798,1.530,1.221,0.001,0.000,0.999,--,0.999,--,0.999,--,0.999,0.736
O+S,0.726,0.086,0.997,0.001,0.022,0.999,0.000,0.999,--,0.999,--,0.999,0.771
O+Q+S,0.807,2.365,1.353,0.001,0.000,0.999,0.000,0.999,--,0.999,--,0.999,0.743
